numrooms,sqauremeters,levels_on_building,level,price,distrcit,microdistrict,street,builtyear,ceilinghight,seller,bathroomtype,repaired
1,14.0,5,2,12000000,nan,мкр сайран,nan,1976,2.7,Хозяин недвижимости,раздельный,дргуой ремонт
1,40.0,9,3,30000000,алмалинский,мкр тастак-2,nan,1996,3.0,Хозяин недвижимости,совмещенный,дргуой ремонт
3,72.2,3,2,29000000,алатауский,мкр кемел (первомайское) — казанат,nan,1980,2.8,Хозяин недвижимости,раздельный,nan
3,92.0,20,8,58000000,наурызбайский,nan,брусиловского 163,2011,2.8,Хозяин недвижимости,2 с/у и более,nan
1,39.46,12,4,23000000,алмалинский,мкр шугыла,nan,2023,2.7,Хозяин недвижимости,nan,чистовая отделка
3,115.0,11,3,70000000,ауэзовский,мкр жетысу-3,nan,2012,3.9,Хозяин недвижимости,раздельный,nan
2,55.0,12,1,32000000,nan,мкр акбулак,nan,2022,nan,Хозяин недвижимости,совмещенный,дргуой ремонт
2,60.0,9,6,40000000,ауэзовский,мкр аксай-2 66 — ул. елемесова,nan,1983,2.8,Хозяин недвижимости,nan,nan
3,86.0,10,5,75000000,алмалинский,nan,назарбаева 36,2020,2.8,Хозяин недвижимости,совмещенный,свежий ремонт
1,45.0,10,6,24000000,жетысуский,мкр шугыла,nan,2020,2.7,Хозяин недвижимости,совмещенный,nan
3,77.0,9,2,55000000,алмалинский,мкр орбита-3 30,nan,1977,2.8,Хозяин недвижимости,nan,дргуой ремонт
1,48.0,5,5,26000000,наурызбайский,мкр зердели (алгабас-6) 1/56,nan,2015,2.8,Хозяин недвижимости,совмещенный,nan
1,33.74,9,2,14300000,ауэзовский,nan,сыбызгы 100 — рыскулова кульджинка,2024,3.0,Хозяин недвижимости,nan,nan
2,63.0,6,4,29000000,алатауский,мкр кокжиек,nan,2009,2.7,Хозяин недвижимости,раздельный,nan
1,65.7,13,9,48500000,ауэзовский,nan,шевченко 164г,2007,3.0,Хозяин недвижимости,совмещенный,nan
3,90.0,9,8,49000000,медеуский,мкр нуркент (алгабас-1) 45,nan,2015,3.0,Хозяин недвижимости,2 с/у и более,nan
2,55.0,nan,nan,45500000,наурызбайский,nan,гагарина 310,2023,3.0,Хозяин недвижимости,nan,nan
1,31.0,13,6,23100000,бостандыкский,nan,просп. назарбаева 28ак11 — проспект райымбек батыра,2023,2.75,Хозяин недвижимости,nan,предчистовая отделка
1,42.38,13,12,21500000,алатауский,nan,макатаева — ул. муратбаева - ниже ул. макатаева,2024,2.8,Хозяин недвижимости,nan,черновая отделка
2,62.77,12,6,32000000,nan,мкр шугыла,nan,2023,2.7,Хозяин недвижимости,совмещенный,предчистовая отделка
1,32.0,2,1,13000000,жетысуский,nan,14 38 — 14 линия 38 дом,2019,2.7,Хозяин недвижимости,совмещенный,nan
1,47.0,12,6,34000000,nan,nan,торекулова 95,2023,3.0,Хозяин недвижимости,nan,предчистовая отделка
4,85.0,5,4,63000000,алатауский,мкр таугуль — жандосова,nan,1991,2.7,Хозяин недвижимости,раздельный,качественный ремонт
3,73.0,5,5,63000000,бостандыкский,жарокова 269а — мкр. алмагуль,nan,1987,nan,Хозяин недвижимости,раздельный,nan
2,43.5,4,2,24900000,жетысуский,nan,сейфуллина 236 — проспект турара рыскулова,1972,2.3,Хозяин недвижимости,раздельный,nan
2,56.18,10,7,27700000,алмалинский,nan,алтын орда 15,2023,2.7,Хозяин недвижимости,раздельный,черновая отделка
2,56.0,6,4,30000000,наурызбайский,мкр шугыла,nan,2019,2.8,Хозяин недвижимости,раздельный,nan
4,153.0,3,1,120000000,nan,мкр курамыс 78 — ушконыр,nan,2023,3.2,Хозяин недвижимости,2 с/у и более,nan
2,60.0,18,7,55000000,алатауский,nan,абая 164/9 — брусиловского,2022,3.0,Хозяин недвижимости,совмещенный,nan
2,50.6,5,5,42000000,ауэзовский,nan,шашкина 9 — аль фараби,1984,2.8,Хозяин недвижимости,совмещенный,после ремонта
1,58.6,16,15,27500000,бостандыкский,мкр шугыла — толе би жуалы,nan,2012,2.8,Хозяин недвижимости,совмещенный,nan
2,63.8,13,6,53000000,турксибский,мкр астана 1/18,nan,2021,2.7,Хозяин недвижимости,совмещенный,после ремонта
2,73.2,22,19,76500000,nan,nan,аль-фараби 11,2023,3.0,Хозяин недвижимости,2 с/у и более,черновая отделка
2,44.0,20,8,41000000,наурызбайский,nan,гагарина 310,2023,3.0,Хозяин недвижимости,совмещенный,черновая отделка
1,20.5,5,5,14000000,наурызбайский,мкр орбита-3,nan,1975,2.7,Хозяин недвижимости,совмещенный,nan
2,53.0,8,5,32000000,бостандыкский,nan,северное кольцо 29,2019,nan,Хозяин недвижимости,совмещенный,nan
2,49.0,5,2,35000000,бостандыкский,мкр мамыр,nan,1984,2.7,Хозяин недвижимости,совмещенный,после ремонта
2,58.0,9,2,50500000,наурызбайский,мкр думан-2,nan,2023,2.7,Хозяин недвижимости,совмещенный,nan
3,80.0,5,5,57900000,ауэзовский,nan,маметовой 22 — панфилова,1970,nan,Хозяин недвижимости,раздельный,nan
2,52.0,2,2,39500000,бостандыкский,nan,восточная,2016,3.0,Хозяин недвижимости,раздельный,nan
3,61.5,4,3,33500000,бостандыкский,мкр №5 20 — абая алтынсарина,nan,1965,2.7,Хозяин недвижимости,совмещенный,дргуой ремонт
1,48.3,17,15,43000000,бостандыкский,nan,толе би 185а,2022,3.0,Хозяин недвижимости,совмещенный,после ремонта
2,80.0,10,5,44000000,жетысуский,мкр аксай-1,nan,2022,2.7,Хозяин недвижимости,совмещенный,дргуой ремонт
1,38.1,9,4,23000000,ауэзовский,мкр ожет,nan,2021,2.7,Хозяин недвижимости,совмещенный,свежий ремонт
2,56.0,13,12,43000000,медеуский,nan,кабдолова 14,2021,2.8,Хозяин недвижимости,совмещенный,свежий ремонт
3,140.0,15,15,83000000,алмалинский,nan,навои 58,2007,3.0,Хозяин недвижимости,совмещенный,nan
1,25.0,9,3,20000000,бостандыкский,мкр зердели (алгабас-6) 183,nan,2018,2.8,Хозяин недвижимости,совмещенный,nan
1,41.0,9,4,37800000,ауэзовский,nan,а.шарипова 100 — жамбыла/шарипова,2023,2.7,Хозяин недвижимости,nan,предчистовая отделка
3,58.0,4,3,32000000,алмалинский,мкр №6 38,nan,1965,2.6,Хозяин недвижимости,nan,nan
2,56.0,3,3,52000000,ауэзовский,nan,редько 100/2,2021,3.0,Хозяин недвижимости,совмещенный,после ремонта
3,76.7,9,4,36000000,алатауский,мкр зердели (алгабас-6) 1/161,nan,2013,2.8,Хозяин недвижимости,раздельный,nan
1,40.0,9,3,25000000,ауэзовский,мкр шугыла,nan,2023,2.6,Хозяин недвижимости,совмещенный,дргуой ремонт
2,62.4,5,1,37500000,ауэзовский,nan,джандосова 35,1989,2.8,Хозяин недвижимости,совмещенный,nan
2,57.0,13,6,57000000,алатауский,nan,розыбакиева 247 — возле трц мега,2017,2.8,Хозяин недвижимости,совмещенный,nan
2,120.0,20,9,77999000,алмалинский,nan,розыбакиева 289,2016,3.0,Хозяин недвижимости,nan,свежий ремонт
1,32.0,9,8,15000000,ауэзовский,мкр шугыла,nan,2023,2.8,Хозяин недвижимости,nan,черновая отделка
3,95.0,4,2,105000000,наурызбайский,nan,проспект абая 31 — тулебаева,1969,3.0,Специалист,раздельный,nan
1,43.0,5,1,21000000,алатауский,nan,сауранбаев 2,1985,nan,Хозяин недвижимости,nan,nan
3,70.4,12,1,38000000,наурызбайский,мкр акбулак,nan,2019,2.75,Хозяин недвижимости,раздельный,nan
2,82.0,5,5,46500000,бостандыкский,мкр думан-2 — халык арена,nan,2009,2.7,Хозяин недвижимости,раздельный,nan
1,20.0,6,1,11900000,бостандыкский,nan,мустафина 83,2016,nan,Хозяин недвижимости,совмещенный,свежий ремонт
2,80.0,16,16,69000000,бостандыкский,nan,сатпаева 90/43а,2019,2.85,Хозяин недвижимости,раздельный,дизайнерский ремонт
1,25.3,3,2,19000000,наурызбайский,nan,бердибай 22 — м-н мирас,2023,3.1,Хозяин недвижимости,совмещенный,черновая отделка
2,50.3,5,4,48000000,медеуский,nan,барибаева 6,1977,2.7,Хозяин недвижимости,раздельный,nan
4,101.0,5,1,130000000,турксибский,nan,абая тулебаева — тулебаева,1960,2.8,Хозяин недвижимости,2 с/у и более,после ремонта
3,92.0,21,20,48000000,алатауский,мкр тастак-2,nan,2014,2.7,Хозяин недвижимости,nan,черновая отделка
3,71.9,3,2,40975975,медеуский,nan,майлина 72,1982,nan,Хозяин недвижимости,раздельный,nan
1,35.0,9,3,17000000,бостандыкский,мкр шугыла,nan,2023,2.69,Хозяин недвижимости,совмещенный,nan
3,95.8,13,13,69999000,бостандыкский,nan,макатаева 127/25,2020,2.7,Специалист,2 с/у и более,свежий ремонт
3,69.0,4,4,40000000,nan,мкр №6 17а,nan,1983,2.8,Хозяин недвижимости,совмещенный,nan
3,65.0,9,6,40000000,медеуский,мкр айнабулак-2 85,nan,2018,2.8,Хозяин недвижимости,раздельный,nan
1,24.0,5,5,20500000,медеуский,nan,гагарина — байкадамова,1983,2.7,Хозяин недвижимости,совмещенный,nan
2,58.0,12,8,37000000,алмалинский,мкр акбулак,nan,2020,2.0,Хозяин недвижимости,раздельный,евроремонт
1,43.1,10,1,23000000,турксибский,мкр шугыла,nan,2018,nan,Хозяин недвижимости,совмещенный,nan
1,37.0,4,3,20500000,наурызбайский,мкр зердели (алгабас-6) 88,nan,2014,2.8,Хозяин недвижимости,совмещенный,nan
3,117.0,18,4,68500000,алмалинский,мкр тастак-2,nan,2012,2.8,Хозяин недвижимости,2 с/у и более,дргуой ремонт
1,46.0,3,3,43000000,ауэзовский,nan,фонвизина,2023,nan,Хозяин недвижимости,nan,nan
2,63.0,10,3,55500000,жетысуский,nan,ауэзова 163а,2014,nan,Хозяин недвижимости,совмещенный,nan
2,62.0,5,5,31500000,бостандыкский,мкр кулагер — поликлиника школа гимназия,nan,2004,nan,Хозяин недвижимости,раздельный,nan
3,96.0,5,5,110000000,алатауский,nan,зенкова — шевченко,1974,nan,Хозяин недвижимости,совмещенный,nan
3,58.7,4,1,34000000,наурызбайский,мкр №4 — ул алтынсарина и абая,nan,1965,2.6,Хозяин недвижимости,совмещенный,nan
1,49.0,6,6,25500000,алатауский,мкр шугыла,nan,2022,2.7,Хозяин недвижимости,совмещенный,nan
2,65.0,12,3,36500000,алмалинский,nan,бауыржана момышулы 5/2 — монке би,2024,2.7,Хозяин недвижимости,nan,nan
3,104.7,15,15,75000000,медеуский,nan,навои 208 — торайгырова,2015,2.95,Хозяин недвижимости,2 с/у и более,дргуой ремонт
2,45.0,5,5,34000000,бостандыкский,nan,чайковского 32 — чайковского маметова,1973,nan,Хозяин недвижимости,раздельный,nan
1,36.0,12,10,24500000,жетысуский,мкр акбулак,nan,2019,2.9,Хозяин недвижимости,nan,nan
1,35.0,5,3,35000000,медеуский,nan,жибек жолы 33,1991,2.7,Хозяин недвижимости,совмещенный,nan
1,44.6,3,3,25500000,ауэзовский,мкр нурлытау (энергетик),nan,2023,3.0,Хозяин недвижимости,раздельный,черновая отделка
2,108.0,16,15,45000000,наурызбайский,мкр шугыла,nan,2013,2.8,Хозяин недвижимости,совмещенный,nan
3,80.0,16,15,75000000,алатауский,nan,мусрепова 22 — сатпаева,2019,2.8,Хозяин недвижимости,2 с/у и более,черновая отделка
3,137.0,13,9,118500000,бостандыкский,nan,аль-фараби 95,2005,3.0,Хозяин недвижимости,совмещенный,nan
2,52.0,3,2,28000000,алмалинский,мкр айгерим-1,nan,1965,nan,Хозяин недвижимости,раздельный,nan
1,40.0,9,3,21500000,алатауский,мкр шугыла 341/1 корпус 7,nan,2018,2.8,Хозяин недвижимости,nan,nan
3,79.0,6,6,42000000,медеуский,nan,чернышевского 15б — сейфуллина шолохова,2007,2.7,Хозяин недвижимости,раздельный,nan
3,86.0,10,9,66700000,бостандыкский,nan,назарбаева 34/1 — маметова,2020,2.8,Хозяин недвижимости,2 с/у и более,качественный ремонт
3,69.0,10,6,44350000,наурызбайский,nan,толе би 285 — отеген батыра,2022,2.8,Хозяин недвижимости,совмещенный,nan
2,47.0,17,7,67900000,бостандыкский,nan,сейфуллина 574/2,2023,3.0,Хозяин недвижимости,совмещенный,nan
3,105.0,18,7,88900000,бостандыкский,nan,навои 208 — торайгырова,2015,2.95,Хозяин недвижимости,2 с/у и более,nan
1,40.0,9,2,32000000,алатауский,мкр жетысу-4 — момышулы және абай,nan,1992,2.8,Хозяин недвижимости,совмещенный,nan
1,34.6,5,2,33000000,наурызбайский,nan,20я линия 44 — 20я линия,1983,2.8,Хозяин недвижимости,nan,требует ремонта
3,76.4,9,9,40000000,турксибский,мкр зердели (алгабас-6) 179,nan,2013,2.8,Хозяин недвижимости,раздельный,nan
3,104.0,9,9,53000000,медеуский,мкр аксай-1а 17,nan,2008,2.8,Хозяин недвижимости,раздельный,nan
1,33.0,5,2,23000000,ауэзовский,мкр айнабулак-1 21 — жумабаева халык банк,nan,1988,nan,Хозяин недвижимости,совмещенный,дргуой ремонт
1,44.0,9,9,23500000,медеуский,мкр нуркент (алгабас-1),nan,2015,2.7,Хозяин недвижимости,раздельный,nan
1,40.0,4,3,26500000,бостандыкский,nan,гагарина 135в — гагарина - сатпаева,1961,2.7,Хозяин недвижимости,совмещенный,капитальный ремонт
1,41.0,8,7,28000000,ауэзовский,мкр нуркент (алгабас-1) 1 — алматы арена,nan,2017,3.0,Хозяин недвижимости,совмещенный,nan
2,55.0,5,5,34500000,бостандыкский,мкр аксай-3б 7 — толе би- яссауи,nan,1991,2.7,Хозяин недвижимости,совмещенный,капитальный ремонт
1,42.0,9,6,25000000,алатауский,мкр нуркент (алгабас-1),nan,2017,3.0,Хозяин недвижимости,совмещенный,nan
3,110.0,17,15,125000000,ауэзовский,nan,айманова 140 — айманова-мынбаева,2015,2.8,Хозяин недвижимости,2 с/у и более,nan
2,50.0,5,3,29000000,жетысуский,мкр аксай-4 86,nan,1987,nan,Хозяин недвижимости,раздельный,требует ремонта
3,70.5,9,8,67000000,алатауский,nan,панфилова 52 — панфилова маметовой,1977,2.7,Хозяин недвижимости,раздельный,требует ремонта
2,51.0,3,2,31800000,бостандыкский,мкр самгау,nan,1981,2.85,Хозяин недвижимости,раздельный,капитальный ремонт
1,19.0,5,2,17000000,алатауский,nan,пр. райымбек 206 б — на против тц максима,1977,2.7,Хозяин недвижимости,совмещенный,nan
2,68.0,16,10,75000000,ауэзовский,nan,сулейменова 15,2023,2.7,Хозяин недвижимости,совмещенный,после ремонта
2,51.1,5,2,24000000,алатауский,мкр калкаман-1 1,nan,1989,nan,Хозяин недвижимости,раздельный,nan
1,34.0,4,4,40000000,бостандыкский,nan,панфилова — панфилова //гоголя,1982,2.8,Хозяин недвижимости,совмещенный,дргуой ремонт
3,61.7,5,5,45500000,ауэзовский,мкр №5 21а,nan,1985,nan,Хозяин недвижимости,совмещенный,nan
4,83.0,2,2,58000000,алмалинский,nan,обсерватория 20,1982,nan,Хозяин недвижимости,раздельный,дргуой ремонт
1,45.6,12,8,32000000,алатауский,nan,дарабоз 71,2022,nan,Хозяин недвижимости,nan,nan
3,64.6,9,1,40000000,алмалинский,мкр аксай-4 6 — жубанова -саина,nan,1988,2.85,Хозяин недвижимости,раздельный,nan
2,64.0,13,9,38000000,ауэзовский,nan,муратбаева — макатаева,2021,2.7,Хозяин недвижимости,nan,черновая отделка
2,56.0,18,18,23000000,наурызбайский,nan,брусиловского 167,2012,2.8,Хозяин недвижимости,совмещенный,nan
2,65.0,10,10,31500000,алмалинский,nan,сейфуллина,2022,2.7,Специалист,совмещенный,свежий ремонт
2,68.0,13,7,55000000,ауэзовский,nan,макатаева 131 — муратбаева,2019,2.7,Хозяин недвижимости,совмещенный,дргуой ремонт
3,100.0,9,1,62000000,медеуский,мкр аксай-4 122,nan,2014,nan,Хозяин недвижимости,2 с/у и более,nan
1,38.4,12,2,25500000,алатауский,мкр нуркент (алгабас-1),nan,2018,3.0,Хозяин недвижимости,совмещенный,nan
1,31.5,5,2,25500000,ауэзовский,мкр мамыр-2 10,nan,1998,2.8,Хозяин недвижимости,nan,nan
3,96.5,10,9,68000000,алмалинский,nan,шерхана муртазы — возле парка горького,2011,3.0,Хозяин недвижимости,раздельный,nan
1,45.4,4,2,7200000,алмалинский,мкр кайрат,nan,2023,2.85,Хозяин недвижимости,nan,черновая отделка
2,78.8,9,4,39000000,турксибский,мкр аксай-3б,nan,2014,2.7,Хозяин недвижимости,совмещенный,nan
1,36.0,5,4,27500000,алмалинский,nan,тлеуберды сауранбаева 16/5 — уг. молдаголиева,2016,nan,Хозяин недвижимости,совмещенный,евроремонт
4,125.9,8,3,129000000,ауэзовский,nan,арайлы 12,2019,3.3,Хозяин недвижимости,2 с/у и более,nan
2,48.0,5,3,48000000,алатауский,nan,потанина — зелёный базар центральная мечеть,1993,nan,Хозяин недвижимости,раздельный,nan
8,438.8,17,16,300800008,ауэзовский,мкр самал-3,nan,2007,nan,Компания,2 с/у и более,nan
3,90.0,10,7,42000000,медеуский,nan,жунисова 14/4,2020,2.8,Хозяин недвижимости,2 с/у и более,nan
3,100.0,12,2,140000000,турксибский,nan,наурызбай батыра 111,2019,3.0,Хозяин недвижимости,2 с/у и более,дргуой ремонт
3,250.0,3,1,110000000,ауэзовский,мкр нур алатау,nan,2023,3.1,Хозяин недвижимости,2 с/у и более,чистовая отделка
2,57.0,nan,nan,37500000,турксибский,мкр кайрат 1/1,nan,2024,2.7,Хозяин недвижимости,раздельный,nan
1,13.0,nan,nan,11000000,бостандыкский,nan,жумалиева 80 — төле би - жумалиев,1978,2.7,Хозяин недвижимости,другой,после ремонта
3,56.0,4,3,43424515,медеуский,nan,бухар жырау — бухар жырау - манаса,1962,2.7,Хозяин недвижимости,совмещенный,капитальный ремонт
1,37.0,9,8,24999999,медеуский,мкр аксай-4 70 — саина,nan,1989,2.8,Хозяин недвижимости,совмещенный,nan
4,292.0,nan,nan,380000000,наурызбайский,мкр ерменсай,nan,2022,3.5,Хозяин недвижимости,2 с/у и более,nan
2,48.0,nan,3,66000000,алмалинский,nan,розыбакиева 336 — ескараева,2022,nan,Хозяин недвижимости,nan,nan
2,64.0,9,7,37000000,бостандыкский,баймагамбетова — мкр жас канат,nan,2017,3.0,Хозяин недвижимости,раздельный,nan
3,103.0,10,6,58000000,турксибский,nan,сейфуллина 51,2022,2.7,Хозяин недвижимости,2 с/у и более,дргуой ремонт
1,39.9,5,4,23000000,алмалинский,мкр саялы 74,nan,2015,2.8,Хозяин недвижимости,совмещенный,nan
3,70.0,9,3,65000000,бостандыкский,nan,мынбаева — ауэзова,1989,2.8,Хозяин недвижимости,совмещенный,nan
3,82.0,5,1,38000000,ауэзовский,nan,алтын орда,2022,2.7,Хозяин недвижимости,раздельный,дргуой ремонт
3,112.0,18,15,140000000,бостандыкский,nan,назарбаева 223,2012,3.0,Специалист,2 с/у и более,nan
2,52.3,17,8,39600000,бостандыкский,nan,варламова,2023,2.7,Хозяин недвижимости,nan,nan
1,22.0,5,2,13000000,nan,nan,проспект абая 163 — снизу аптека плюс,1966,2.2,Хозяин недвижимости,совмещенный,nan
2,55.0,14,10,68999998,турксибский,nan,гагарина 277/7,2021,3.0,Хозяин недвижимости,совмещенный,nan
3,78.0,6,6,37000000,алатауский,nan,ырысты 46/10 — рыскулова- петрова,2022,2.7,Хозяин недвижимости,раздельный,чистовая отделка
1,21.4,5,5,19200000,бостандыкский,nan,тимирязева — манаса,1977,2.8,Хозяин недвижимости,совмещенный,nan
1,45.0,12,9,26500000,наурызбайский,мкр акбулак,nan,2022,2.75,Хозяин недвижимости,совмещенный,nan
3,72.2,nan,5,52000000,бостандыкский,nan,жандосова 94а,2023,2.7,Хозяин недвижимости,nan,черновая отделка
2,70.0,5,1,34500000,алмалинский,мкр зердели (алгабас-6) — момышұлы-мөнке би,nan,2012,2.7,Хозяин недвижимости,раздельный,nan
2,56.0,20,17,55910000,алмалинский,nan,абая 164к10 — брусиловского,2022,3.0,Хозяин недвижимости,nan,nan
2,66.0,nan,nan,30000000,бостандыкский,микрорайон кайрат 1,nan,2022,2.0,Хозяин недвижимости,nan,nan
2,75.0,12,10,89000000,алатауский,nan,абая 28а,2023,3.1,Хозяин недвижимости,nan,nan
2,52.0,12,11,25000000,бостандыкский,мкр калкаман-1,nan,2023,2.8,Хозяин недвижимости,nan,nan
3,80.0,5,2,72500000,алатауский,nan,короленко 8 — уг.гагарина,1990,2.8,Хозяин недвижимости,раздельный,nan
3,73.0,14,1,79900000,бостандыкский,nan,абая — абая манаса,2023,3.0,Хозяин недвижимости,совмещенный,дизайнерский ремонт
4,95.7,8,5,75500000,алатауский,мкр орбита-2 11,nan,1976,nan,Хозяин недвижимости,раздельный,nan
1,43.0,14,6,29000000,бостандыкский,nan,б. момышулы 5/12,2017,3.0,Хозяин недвижимости,совмещенный,nan
3,54.6,2,2,31000000,турксибский,nan,суюнбая 263/14,1955,3.0,Хозяин недвижимости,совмещенный,nan
1,43.9,5,1,29000000,бостандыкский,мкр думан-2 10 — меркур град,nan,2015,2.8,Хозяин недвижимости,раздельный,nan
2,50.71,12,4,21200000,наурызбайский,nan,кульджинский тракт 158 — кульджинский тракт восточнее ул.бухтарминская,2023,2.9,Хозяин недвижимости,nan,nan
4,124.0,3,2,87000000,бостандыкский,мкр нур алатау,nan,2023,3.0,Хозяин недвижимости,2 с/у и более,дргуой ремонт
3,53.2,4,2,54000000,алмалинский,мкр горный гигант 276,nan,1965,nan,Хозяин недвижимости,совмещенный,nan
2,57.9,12,10,38000000,бостандыкский,мкр акбулак,nan,2019,2.7,Хозяин недвижимости,совмещенный,nan
3,72.0,9,3,50500000,алатауский,мкр жетысу-2 25,nan,1992,2.9,Хозяин недвижимости,раздельный,nan
3,68.0,2,2,27000000,турксибский,nan,"суюнбая 667а — остановка ""граница""",1962,2.5,Хозяин недвижимости,совмещенный,капитальный ремонт
2,49.0,15,14,42500000,медеуский,nan,ауэзова 210/12,2022,2.8,Хозяин недвижимости,совмещенный,дргуой ремонт
1,59.0,16,10,30000000,nan,мкр калкаман-2,nan,2012,nan,Хозяин недвижимости,nan,дргуой ремонт
2,71.0,4,3,38000000,бостандыкский,мкр альмерек,nan,2023,3.0,Хозяин недвижимости,раздельный,черновая отделка
1,46.1,8,6,21800000,медеуский,nan,жапсарбаева 68,2023,3.0,Хозяин недвижимости,совмещенный,черновая отделка
2,70.0,19,1,40000000,алатауский,nan,брусиловского 167 — брусиловского шакарима,2012,3.0,Хозяин недвижимости,2 с/у и более,черновая отделка
2,47.0,6,4,27000000,ауэзовский,мкр шугыла,nan,2022,2.7,Хозяин недвижимости,совмещенный,nan
1,50.0,16,5,65000000,турксибский,nan,розыбакиева 388,2021,3.0,Хозяин недвижимости,nan,nan
1,52.5,21,6,52500000,алмалинский,nan,аль-фараби — ходжанова,2023,3.0,Хозяин недвижимости,nan,черновая отделка
3,73.0,14,9,46000000,наурызбайский,мкр акбулак — алматы арена,nan,2019,2.7,Хозяин недвижимости,совмещенный,nan
1,47.5,13,13,29000000,турксибский,nan,есенова 160/3,2023,2.9,Хозяин недвижимости,совмещенный,свежий ремонт
2,42.2,4,4,31500000,алатауский,nan,ади шарипова 116 — казыбек би,1962,nan,Хозяин недвижимости,совмещенный,nan
3,69.8,9,8,28000000,алмалинский,мкр шугыла,nan,2022,nan,Хозяин недвижимости,nan,nan
2,55.0,12,2,30500000,наурызбайский,nan,дарабоз 7,2016,2.75,Хозяин недвижимости,совмещенный,nan
2,61.0,nan,8,41000000,бостандыкский,мкр шугыла,nan,2022,nan,Хозяин недвижимости,nan,дргуой ремонт
2,44.5,nan,nan,23000000,бостандыкский,nan,северное кольцо 92/4,2022,2.8,Хозяин недвижимости,совмещенный,предчистовая отделка
3,61.0,3,2,40000000,алатауский,мкрн. нурлытау 932,nan,2023,nan,Хозяин недвижимости,nan,nan
1,16.4,5,3,15000000,жетысуский,мкр тастак-3,nan,1979,2.8,Хозяин недвижимости,nan,nan
3,106.0,6,1,105400000,алмалинский,nan,жамакаева 254/2,2017,3.6,Хозяин недвижимости,2 с/у и более,nan
4,107.7,12,11,120000000,наурызбайский,nan,абая 28а — абая - уг. наурызбай батыра,2023,3.1,Хозяин недвижимости,2 с/у и более,nan
3,109.0,nan,2,90000000,алатауский,мкр таусамалы,nan,2022,nan,Хозяин недвижимости,2 с/у и более,nan
2,93.0,16,9,37000000,наурызбайский,мкр шугыла 1,nan,2012,2.8,Хозяин недвижимости,совмещенный,nan
2,58.9,13,2,50000000,алатауский,nan,просп. назарбаева 28,2022,2.8,Хозяин недвижимости,совмещенный,nan
1,33.0,4,2,22600000,nan,мкр №3,nan,1965,nan,Хозяин недвижимости,совмещенный,nan
5,117.0,9,5,95000000,алмалинский,nan,кабанбай батыра 172,1989,2.8,Хозяин недвижимости,раздельный,nan
3,110.0,9,8,78000000,медеуский,nan,арайлы 12,2019,3.3,Хозяин недвижимости,совмещенный,nan
1,33.4,5,3,27000000,бостандыкский,nan,тулебава — макатаева,1973,2.7,Хозяин недвижимости,совмещенный,nan
3,91.2,3,2,66000000,наурызбайский,nan,талды 63,2022,3.15,Хозяин недвижимости,2 с/у и более,nan
2,51.0,5,5,32500000,наурызбайский,мкр аксай-4 44 — бауыржан момышулы,nan,1986,2.8,Хозяин недвижимости,раздельный,nan
1,34.0,9,6,17000000,жетысуский,nan,nan,2014,2.7,Хозяин недвижимости,совмещенный,nan
3,102.0,9,9,61000000,ауэзовский,мкр аксай-1а 21,nan,2006,2.8,Хозяин недвижимости,раздельный,nan
1,41.4,5,2,27000000,алмалинский,мкр айнабулак-3 143 — магазин катюша,nan,1987,2.8,Хозяин недвижимости,раздельный,nan
3,59.0,4,3,34500000,бостандыкский,мкр №9 20 — сайна-шаляпина,nan,1967,nan,Хозяин недвижимости,совмещенный,nan
1,51.0,12,6,56000000,медеуский,nan,навои 323,2020,2.85,Хозяин недвижимости,совмещенный,nan
1,35.0,3,1,13850000,бостандыкский,мкр кайрат 11 — восточная объездная рыскулова,nan,2022,2.8,Хозяин недвижимости,совмещенный,nan
1,34.3,5,3,21000000,ауэзовский,мкр жулдыз-2,nan,1989,2.8,Хозяин недвижимости,раздельный,дргуой ремонт
3,70.0,5,5,39000000,nan,мкр тастак-2,nan,1981,2.8,Хозяин недвижимости,раздельный,nan
1,40.0,12,8,23200000,асыл арман,nan,сабденова — нурлы,2023,2.7,Специалист,раздельный,требует ремонта
2,54.39,9,5,17676750,ауэзовский,мкр кайрат,nan,2024,3.0,Специалист,nan,nan
1,36.71,9,4,13215600,жетысуский,мкр кайрат,nan,2024,3.0,Специалист,nan,nan
3,78.21,9,7,23463000,ауэзовский,мкр кайрат,nan,2024,3.0,Специалист,nan,nan
1,46.51,9,5,15813400,бостандыкский,мкр кайрат,nan,2024,3.0,Специалист,nan,nan
2,48.38,9,6,16449200,турксибский,мкр кайрат,nan,2024,3.0,Специалист,nan,nan
2,61.57,9,3,18778850,турксибский,мкр кайрат,nan,2024,3.0,Специалист,nan,nan
1,35.2,5,5,26500000,алмалинский,мкр №8 — алтынсарина/абая,nan,1980,nan,Специалист,совмещенный,nan
1,38.0,12,8,23500000,наурызбайский,мкр акбулак,nan,2019,nan,Специалист оштрафован,nan,nan
3,112.0,16,13,97500000,турксибский,nan,егизбаева,2022,2.7,Специалист оштрафован,2 с/у и более,дизайнерский ремонт
3,78.0,10,9,55000000,турксибский,nan,янушкевича 18,2018,2.7,Специалист оштрафован,совмещенный,nan
2,90.0,12,4,58500000,турксибский,nan,сатпаева 90/20,2017,2.0,Специалист оштрафован,nan,черновая отделка
3,90.0,16,7,61000000,турксибский,nan,тлендиева 133 — сатпаева,2019,2.9,Специалист оштрафован,nan,черновая отделка
