numrooms,sqauremeters,levels_on_building,level,price,distrcit,microdistrict,street,builtyear,ceilinghight,seller,bathroomtype,repaired
3,140.0,7,5,120000000,турксибский,мкр «мирас»,nan,2015,3.3,Специалист оштрафован,2 с/у и более,черновая отделка
2,63.0,16,1,62000000,турксибский,nan,манаса 109а,2018,nan,Специалист оштрафован,nan,nan
5,220.0,2,2,139000000,ауэзовский,мкр баганашыл,nan,2006,3.0,Хозяин недвижимости,2 с/у и более,nan
1,36.0,9,5,18500000,алатауский,мкр думан-2,nan,2019,2.8,Специалист,совмещенный,nan
3,63.0,5,1,39000000,бостандыкский,мкр айнабулак-3 91,nan,1986,2.7,Хозяин недвижимости,nan,хороший ремонт
2,57.8,12,3,42000000,медеуский,мкр жетысу-3 53 — абая - момышулы,nan,2009,2.7,Хозяин недвижимости,раздельный,nan
4,190.1,nan,nan,163000000,алмалинский,nan,омаровой 33,2016,3.0,Хозяин недвижимости,другой,nan
1,33.0,3,2,28000000,алмалинский,мкр аскартау,nan,2023,3.2,Хозяин недвижимости,совмещенный,nan
2,54.0,9,2,35000000,бостандыкский,nan,бокейханова,2022,3.0,Хозяин недвижимости,раздельный,евроремонт
1,56.19,13,5,26465490,алмалинский,мкр тастак-1 348/1,nan,2024,3.0,Специалист,nan,nan
3,105.0,12,9,105000000,бостандыкский,nan,навои 323,2020,2.85,Специалист,2 с/у и более,nan
2,56.0,10,3,31500000,медеуский,nan,сейфуллина,2021,2.7,Специалист,совмещенный,nan
5,207.0,4,3,199999999,жетысуский,nan,кажымукана 109,2022,3.15,Компания,2 с/у и более,nan
2,60.0,9,3,60000000,ауэзовский,nan,райымбека 243 — по ташкетской,2005,2.7,Хозяин недвижимости,раздельный,дргуой ремонт
3,70.0,5,5,33300000,nan,мкр айнабулак-4,nan,1985,2.7,Компания,раздельный,nan
3,92.2,16,9,46000000,медеуский,nan,жуалы 1,2012,2.8,Специалист,совмещенный,дргуой ремонт
2,40.0,4,2,23900000,nan,nan,манаса,1962,2.7,Специалист,nan,требует ремонта
2,62.0,9,8,40800000,ауэзовский,nan,розыбакиева,1996,2.8,Специалист,раздельный,nan
5,260.0,9,9,300000000,бостандыкский,мкр самал-2 — ул.мендикулова уг.ул.жолдасбекова,nan,2004,3.2,Хозяин недвижимости,2 с/у и более,nan
3,56.9,5,2,34800000,турксибский,мкр №8 84,nan,1979,2.6,Хозяин недвижимости,раздельный,nan
2,48.6,21,15,41500000,медеуский,nan,варламова 27а — абая,2021,2.7,Хозяин недвижимости,совмещенный,nan
3,75.0,9,1,60000000,жетысуский,мкр алмагуль — жарокова-дунаевского,nan,1982,2.8,Хозяин недвижимости,раздельный,nan
1,45.0,5,3,20000000,жетысуский,мкр дархан,nan,2023,3.0,Хозяин недвижимости,совмещенный,черновая отделка
3,130.0,21,17,123000000,наурызбайский,nan,аль-фараби 21,2015,3.0,Специалист,2 с/у и более,nan
1,41.0,9,6,21000000,бостандыкский,мкр ожет,nan,2019,nan,Специалист,совмещенный,nan
3,130.0,8,2,92000000,бостандыкский,мкр мирас,nan,2014,2.85,Компания,2 с/у и более,nan
3,200.0,7,6,300000000,медеуский,nan,кажымукана 59,2018,3.3,Компания,nan,дизайнерский ремонт
2,42.0,15,12,52000000,ауэзовский,nan,манаса 109а,2018,3.0,Специалист,совмещенный,nan
3,92.4,9,9,72000000,алмалинский,nan,розыбакиева 281,2007,2.8,Специалист,2 с/у и более,nan
1,38.0,12,4,33700000,бостандыкский,nan,каныша сатпаева,2018,2.74,Специалист,совмещенный,nan
2,43.0,4,4,28000000,алатауский,мкр №11 1 — шаляпина - уг.ул. алтынсарина,nan,1968,2.7,Хозяин недвижимости,совмещенный,nan
3,69.9,9,7,44500000,бостандыкский,мкр аксай-2,nan,1984,2.75,Специалист,раздельный,nan
2,67.7,4,4,61500000,алатауский,nan,сыргабекова 55,2022,3.15,Хозяин недвижимости,nan,черновая отделка
1,40.0,9,6,21000000,бостандыкский,мкр шугыла,nan,2023,2.7,Специалист,совмещенный,nan
1,13.0,5,3,8500000,медеуский,мкр таугуль-1,nan,1974,nan,Хозяин недвижимости,nan,nan
3,63.0,5,1,39000000,алмалинский,мкр айнабулак-3 91,nan,1986,2.7,Хозяин недвижимости,nan,хороший ремонт
1,36.0,9,5,18500000,бостандыкский,мкр думан-2,nan,2019,2.8,Специалист,совмещенный,nan
2,40.0,9,4,22500000,бостандыкский,мкр шугыла,nan,2023,2.8,Специалист,совмещенный,nan
2,85.0,7,2,93500000,ауэзовский,мкр горный гигант,nan,2017,3.8,Специалист,совмещенный,nan
2,51.7,17,7,41000000,ауэзовский,nan,навои 208/6 — торайгырова,2015,2.95,Хозяин недвижимости,совмещенный,nan
2,52.4,7,1,57640000,бостандыкский,nan,жамакаева 254/2,2017,3.8,Специалист,nan,nan
2,60.0,12,5,35000000,наурызбайский,nan,сабденова 11 — нурлы,2022,2.0,Хозяин недвижимости,nan,nan
1,41.0,12,8,22100000,ауэзовский,nan,райымбека 351/1 — набережная р.большая алматинка,2024,3.0,Хозяин недвижимости,совмещенный,требует ремонта
1,46.0,10,9,32700000,жетысуский,мкр хан тенгри 54,nan,2013,2.9,Специалист,совмещенный,nan
1,32.0,nan,nan,21000000,медеуский,мкр аксай-3а 90,nan,2010,3.0,Хозяин недвижимости,совмещенный,nan
3,63.0,16,3,71000000,наурызбайский,nan,розыбакиева 8,2023,3.0,Специалист,2 с/у и более,дизайнерский ремонт
1,50.5,9,2,23500000,медеуский,nan,сейфуллина 51,2022,2.6,Хозяин недвижимости,nan,черновая отделка
1,33.0,10,3,26500000,бостандыкский,nan,толе би 285 — отеген батыра,2023,2.8,Хозяин недвижимости,совмещенный,nan
1,38.2,3,3,23000000,медеуский,nan,ахан сери 7,1979,2.65,Хозяин недвижимости,совмещенный,nan
1,38.0,6,6,14000000,наурызбайский,мкр кокжиек,nan,2008,2.8,Хозяин недвижимости,раздельный,nan
1,35.5,5,4,18500000,алатауский,мкр алатау (ияф),nan,2017,2.8,Специалист,nan,дизайнерский ремонт
4,95.0,9,5,56000000,бостандыкский,мкр аксай-5 6,nan,1989,2.8,Хозяин недвижимости,раздельный,nan
3,75.0,10,3,83000000,ауэзовский,nan,курмангазы 97 — масанчи,2018,2.9,Специалист,nan,nan
1,16.8,3,2,13500000,бостандыкский,nan,проспект суюнбая 157,2006,nan,Хозяин недвижимости,совмещенный,nan
1,36.6,9,9,22000000,турксибский,мкр жас канат,nan,2022,nan,Хозяин недвижимости,совмещенный,nan
1,43.0,6,2,18200000,ауэзовский,мкр улжан-1,nan,2023,2.8,Хозяин недвижимости,nan,nan
2,44.8,5,4,32000000,турксибский,мкр айнабулак-1 21 — продается с мебелью и техникой!,nan,1982,nan,Хозяин недвижимости,совмещенный,nan
2,46.0,12,7,30500000,жетысуский,nan,торекулова 95 — 🔥🔥🔥 сейфуллина,2023,3.0,Специалист,совмещенный,черновая отделка
1,42.0,nan,1,20000000,медеуский,nan,байдібек баба 21,2016,nan,Хозяин недвижимости,раздельный,nan
1,30.5,4,3,16500000,ауэзовский,nan,саина 20/1,1972,2.8,Хозяин недвижимости,совмещенный,капитальный ремонт
3,63.0,5,4,43000000,алмалинский,nan,радостовца 277,1987,2.8,Специалист,раздельный,nan
5,220.0,2,2,139000000,жетысуский,мкр баганашыл,nan,2006,3.0,Хозяин недвижимости,2 с/у и более,nan
1,33.0,3,2,28000000,турксибский,мкр аскартау,nan,2023,3.2,Хозяин недвижимости,совмещенный,nan
1,40.8,5,5,18700000,алатауский,мкр жулдыз-1 25,nan,2006,2.7,Специалист,совмещенный,nan
1,47.0,20,5,31000000,жетысуский,nan,брусиловского 163,2015,2.8,Специалист,совмещенный,nan
