numrooms,squaremeters,numberoffloors,floor,price,district,street,builtyear,ceilinghight,isnewbuilding,seller,bathroomtype,residentialcomplex,repaired,city
3,104.69,,,56218530,есильский,,2023,3.0,True,новостройка,2 с/у и более,greenline.aqua,,Астана
6,180.0,9.0,9.0,140000000,нуринский,,2019,3.0,False,хозяин недвижимости,2 с/у и более,life park,,Астана
3,84.8,12.0,11.0,36800000,нуринский,,2024,3.0,False,хозяин недвижимости,2 с/у и более,мади,черновая отделка,Астана
2,95.0,6.0,1.0,62000000,есильский,,2013,3.15,False,хозяин недвижимости,2 с/у и более,оркен де люкс,,Астана
1,18.0,6.0,6.0,6700000,сарыаркинский,,2016,2.2,False,хозяин недвижимости,совмещенный,,,Астана
3,60.0,5.0,1.0,24500000,байконурский,,1980,2.7,False,хозяин недвижимости,совмещенный,,,Астана
3,88.5,7.0,5.0,39000000,есильский,,2014,2.7,False,хозяин недвижимости,2 с/у и более,vip-городок saranda,,Астана
3,75.5,10.0,7.0,53500000,нуринский,,2023,3.0,False,хозяин недвижимости,2 с/у и более,greenline.asyl mura jubanov,,Астана
1,37.0,14.0,4.0,17800000,алматинский,,2009,2.5,False,новостройка,,достар-2,дргуой ремонт,Астана
3,80.0,12.0,9.0,42000000,нуринский,,2022,2.7,False,хозяин недвижимости,2 с/у и более,шыгыс,,Астана
2,65.0,24.0,22.0,30000000,есильский,,2018,2.7,False,хозяин недвижимости,совмещенный,самрук towers,качественный ремонт,Астана
2,100.0,9.0,2.0,30000000,сарыаркинский,,2010,3.0,False,хозяин недвижимости,2 с/у и более,мирный,требует ремонта,Астана
3,100.0,18.0,10.0,52000000,байконурский,,2006,3.0,False,хозяин недвижимости,2 с/у и более,абай на отырар - габдуллина,,Астана
2,54.0,11.0,4.0,28000000,нуринский,,2022,2.7,False,хозяин недвижимости,раздельный,шыгыс,,Астана
1,36.0,6.0,6.0,13500000,сарыаркинский,,2011,2.5,False,хозяин недвижимости,раздельный,,,Астана
2,66.2,21.0,18.0,36500000,есильский,,2019,3.0,False,хозяин недвижимости,совмещенный,коркем 3,,Астана
4,164.0,10.0,2.0,79000000,алматинский,,2020,2.7,False,хозяин недвижимости,2 с/у и более,эльбрус,,Астана
2,70.0,9.0,8.0,29500000,,,2024,3.0,False,хозяин недвижимости,,мынжылдык,,Астана
1,26.0,5.0,1.0,12500000,алматинский,,2011,2.5,False,хозяин недвижимости,совмещенный,,,Астана
2,64.0,10.0,10.0,29500000,алматинский,,2013,,False,хозяин недвижимости,совмещенный,ак шанырак,,Астана
2,55.9,14.0,14.0,24500000,алматинский,,2011,,False,хозяин недвижимости,раздельный,кулан,,Астана
4,110.1,9.0,2.0,60000000,есильский,,2017,3.0,False,специалист,2 с/у и более,авиценна-2,,Астана
3,111.8,,,71999200,алматинский,,2023,3.0,True,новостройка,2 с/у и более,monaco residence,,Астана
3,90.0,8.0,6.0,50000000,нуринский,,2019,2.8,False,специалист,2 с/у и более,дива,,Астана
3,73.1,9.0,8.0,26500000,нуринский,,2020,2.7,False,специалист,раздельный,шыгыс,,Астана
1,51.0,25.0,8.0,20000000,байконурский,,2017,2.8,False,специалист,совмещенный,,,Астана
2,52.0,9.0,6.0,20000000,,,1980,2.7,False,хозяин недвижимости,совмещенный,,капитальный ремонт,Астана
1,43.6,7.0,1.0,19800000,есильский,,2016,2.7,False,хозяин недвижимости,совмещенный,арман кала,,Астана
2,80.0,9.0,8.0,28000000,сарыаркинский,,2015,2.8,False,хозяин недвижимости,раздельный,айкен,,Астана
3,62.3,9.0,6.0,37000000,сарыаркинский,,1984,2.7,False,хозяин недвижимости,раздельный,,,Астана
2,82.8,14.0,6.0,28950000,алматинский,,2010,2.7,False,хозяин недвижимости,раздельный,жасыл ел,,Астана
1,29.0,18.0,2.0,12900000,сарыаркинский,,2012,,False,хозяин недвижимости,,,свежий ремонт,Астана
4,201.0,15.0,14.0,250000000,алматинский,,2016,3.2,False,хозяин недвижимости,2 с/у и более,alanda,дргуой ремонт,Астана
4,130.0,14.0,9.0,123000000,есильский,,2018,3.0,False,специалист,,panorama park,дизайнерский ремонт,Астана
2,60.6,24.0,5.0,33999999,,,2018,,False,специалист,,millennium park,,Астана
1,46.5,13.0,3.0,22500000,алматинский,,2016,2.7,False,хозяин недвижимости,,аспан,,Астана
2,50.0,3.0,2.0,17300000,сарыаркинский,,1989,2.7,False,хозяин недвижимости,совмещенный,,свежий ремонт,Астана
2,46.0,9.0,4.0,19500000,сарыаркинский,,2016,2.8,False,хозяин недвижимости,совмещенный,айка,хороший ремонт,Астана
2,51.62,20.0,4.0,33500000,нуринский,,2023,3.0,False,хозяин недвижимости,совмещенный,shabyt,дргуой ремонт,Астана
2,62.0,14.0,3.0,31500000,есильский,,2014,2.7,False,хозяин недвижимости,,айсанам,,Астана
1,36.0,12.0,3.0,20000000,есильский,,2024,3.0,False,хозяин недвижимости,,izet,черновая отделка,Астана
2,79.0,12.0,4.0,30500000,сарыаркинский,,2010,2.8,False,хозяин недвижимости,совмещенный,запад по ул. сарыарка,,Астана
1,40.0,9.0,5.0,28900000,есильский,,2024,3.0,False,хозяин недвижимости,,asylym park 1,дизайнерский ремонт,Астана
2,45.4,5.0,1.0,13500000,байконурский,,1972,2.7,False,специалист,совмещенный,,требует ремонта,Астана
3,96.0,16.0,4.0,31500000,байконурский,,2013,2.7,False,хозяин недвижимости,2 с/у и более,,,Астана
1,35.0,17.0,6.0,18000000,есильский,,2019,3.0,False,хозяин недвижимости,раздельный,табысты,,Астана
2,70.1,12.0,5.0,25000000,сарыаркинский,,2016,2.7,False,хозяин недвижимости,совмещенный,медина,,Астана
3,83.0,8.0,5.0,60000000,есильский,,2016,3.0,False,специалист,совмещенный,expo boulevard,,Астана
2,72.2,6.0,4.0,24800000,,,2012,,False,специалист,,,,Астана
4,140.0,8.0,8.0,125500000,есильский,,2021,3.3,False,хозяин недвижимости,2 с/у и более,paris,,Астана
2,55.9,14.0,3.0,28000000,алматинский,,2011,2.7,False,хозяин недвижимости,2 с/у и более,кулан,,Астана
4,106.3,23.0,1.0,35000000,алматинский,,2009,2.8,False,специалист,2 с/у и более,байконур,,Астана
3,110.0,9.0,8.0,64200000,алматинский,,2023,2.8,False,хозяин недвижимости,2 с/у и более,qazyna,,Астана
1,17.5,5.0,5.0,6000000,сарыаркинский,,1979,2.5,False,хозяин недвижимости,,,,Астана
5,220.0,16.0,13.0,59900000,байконурский,,2012,2.7,False,специалист,2 с/у и более,эдем палас,,Астана
2,44.4,3.0,3.0,11500000,сарыаркинский,,1962,2.5,False,хозяин недвижимости,совмещенный,,,Астана
3,75.0,17.0,5.0,46500000,нуринский,,2024,3.0,False,хозяин недвижимости,совмещенный,athletic city,,Астана
2,53.0,9.0,3.0,20500000,алматинский,,2012,2.7,False,специалист,раздельный,,,Астана
4,132.0,10.0,9.0,48900000,есильский,,2007,2.7,False,специалист,,тулпар,,Астана
2,75.0,10.0,2.0,25500000,алматинский,,2010,2.7,False,новостройка,,достык,дргуой ремонт,Астана
1,40.0,9.0,1.0,16000000,сарыаркинский,,2014,,False,хозяин недвижимости,раздельный,айка,,Астана
1,34.0,14.0,2.0,18000000,алматинский,,2014,2.7,False,хозяин недвижимости,совмещенный,,,Астана
2,75.0,12.0,2.0,30000000,алматинский,,2007,2.7,False,новостройка,,восток,после ремонта,Астана
2,67.0,8.0,4.0,23500000,сарыаркинский,,2009,2.8,False,хозяин недвижимости,2 с/у и более,махаббат-2,,Астана
3,70.0,10.0,4.0,37500000,нуринский,,2020,3.0,False,хозяин недвижимости,совмещенный,brussels,,Астана
1,50.0,9.0,5.0,26800000,есильский,,2013,2.8,False,хозяин недвижимости,,well house,,Астана
1,18.0,5.0,3.0,6500000,алматинский,,1980,,False,хозяин недвижимости,раздельный,,,Астана
