numrooms,squaremeters,numberoffloors,floor,price,district,street,builtyear,ceilinghight,isnewbuilding,seller,bathroomtype,residentialcomplex,repaired,city
3,89.0,,,53000000,алматинский,,2021,3.0,False,хозяин недвижимости,2 с/у и более,salem,дргуой ремонт,Астана
1,40.0,8.0,4.0,23800000,есильский,,2020,2.7,False,хозяин недвижимости,совмещенный,adal,,Астана
1,38.0,10.0,9.0,13900000,сарыаркинский,,2010,,False,специалист,,,дргуой ремонт,Астана
1,39.0,10.0,8.0,26500000,есильский,,2020,3.0,False,хозяин недвижимости,совмещенный,apple city,,Астана
4,200.0,20.0,4.0,189000000,сарыаркинский,,2006,2.8,False,специалист,,звезда астаны,дргуой ремонт,Астана
2,88.0,18.0,13.0,100000000,есильский,,2020,3.15,False,хозяин недвижимости,2 с/у и более,astoria,,Астана
1,39.0,9.0,6.0,15500000,алматинский,,2016,2.0,False,специалист,,елорда даму по байтурсынова,,Астана
3,90.0,6.0,5.0,22500000,алматинский,,2010,2.7,False,специалист,совмещенный,искандер,,Астана
3,74.0,6.0,6.0,21000000,алматинский,,2010,3.0,False,специалист,совмещенный,искандер,,Астана
3,65.3,16.0,11.0,29800000,нуринский,,2019,2.7,False,специалист,совмещенный,памир,дргуой ремонт,Астана
3,88.0,,,55900000,алматинский,,2022,3.0,False,специалист,2 с/у и более,discovery,евроремонт,Астана
1,39.0,20.0,5.0,23400000,есильский,,2018,3.0,False,специалист,,коркем 3,,Астана
2,66.65,9.0,4.0,31500000,есильский,,2023,,False,хозяин недвижимости,,мынжылдык,черновая отделка,Астана
2,69.0,7.0,7.0,40500000,,,2017,3.0,False,хозяин недвижимости,,статус-2,дргуой ремонт,Астана
2,50.0,23.0,2.0,22500000,алматинский,,2018,3.0,False,специалист,совмещенный,сенатор,,Астана
1,36.0,5.0,3.0,13900000,алматинский,,1984,2.68,False,специалист,раздельный,,,Астана
1,40.6,9.0,6.0,18500000,нуринский,,2015,2.7,False,хозяин недвижимости,совмещенный,кулагер 2,,Астана
2,38.8,6.0,6.0,13380000,алматинский,,2019,2.7,False,специалист,,,,Астана
2,61.0,9.0,9.0,32900000,есильский,,2020,3.0,False,специалист,совмещенный,,дргуой ремонт,Астана
2,62.0,8.0,7.0,52000000,алматинский,,2016,3.3,False,хозяин недвижимости,совмещенный,итальянский квартал,,Астана
2,72.0,17.0,14.0,27000000,алматинский,,2014,2.7,False,специалист,совмещенный,речной квартал,,Астана
1,36.0,9.0,2.0,19000000,нуринский,,2022,3.0,False,хозяин недвижимости,раздельный,,,Астана
1,37.0,6.0,2.0,15500000,сарыаркинский,,2012,2.7,False,хозяин недвижимости,совмещенный,,,Астана
2,107.9,5.0,2.0,52900000,алматинский,,2005,2.7,False,хозяин недвижимости,совмещенный,,,Астана
2,44.6,5.0,1.0,20000000,алматинский,,1981,,False,хозяин недвижимости,раздельный,,,Астана
2,54.0,,,25500000,алматинский,,2022,3.0,False,хозяин недвижимости,,qazaq eli kulan,дргуой ремонт,Астана
1,36.5,5.0,5.0,12500000,сарыаркинский,,2010,,False,специалист,,,,Астана
1,48.0,9.0,6.0,21500000,есильский,,2018,2.7,False,специалист,совмещенный,,,Астана
2,65.43,9.0,2.0,26172000,есильский,,2024,3.0,False,хозяин недвижимости,,лея за рекой,черновая отделка,Астана
1,31.0,9.0,3.0,18500000,нуринский,,2019,3.0,False,специалист,совмещенный,аружан,,Астана
5,205.0,6.0,2.0,230000000,есильский,,2014,3.0,False,специалист,2 с/у и более,europe рalace ii,,Астана
3,56.3,6.0,4.0,24000000,сарыаркинский,,1992,2.5,False,хозяин недвижимости,раздельный,,,Астана
1,42.0,,7.0,20100000,,,2024,3.0,False,хозяин недвижимости,,,предчистовая отделка,Астана
1,35.0,16.0,10.0,20000000,есильский,,2018,2.7,False,специалист,,самрук towers,,Астана
2,35.0,18.0,2.0,25000000,есильский,,2018,2.7,False,хозяин недвижимости,совмещенный,nova city,евроремонт,Астана
2,60.9,10.0,1.0,23142000,алматинский,,2021,3.0,False,новостройка,,урбан,черновая отделка,Астана
4,157.4,17.0,8.0,100000000,есильский,,2015,3.0,False,специалист,,олимп палас-2,,Астана
2,56.0,12.0,8.0,33300000,есильский,,2022,3.0,False,специалист,,capital park.water,дргуой ремонт,Астана
2,75.0,10.0,8.0,35500000,есильский,,2017,2.8,False,специалист,,коркем-2,,Астана
1,43.13,9.0,9.0,16800000,алматинский,,2023,2.9,False,хозяин недвижимости,совмещенный,сенатор park,требует ремонта,Астана
1,35.0,5.0,4.0,21000000,есильский,,2014,2.7,False,специалист,,араби,,Астана
2,45.4,5.0,2.0,16500000,сарыаркинский,,1966,,False,хозяин недвижимости,совмещенный,,,Астана
3,92.0,17.0,7.0,58000000,алматинский,,2022,3.0,False,хозяин недвижимости,2 с/у и более,qazaq eli kulan,евроремонт,Астана
2,53.9,9.0,2.0,29000000,алматинский,,2012,2.7,False,хозяин недвижимости,раздельный,степной-2,,Астана
1,38.0,9.0,5.0,18000000,байконурский,,2007,2.7,False,специалист,,достар,,Астана
2,60.0,9.0,6.0,22000000,алматинский,,2008,2.7,False,специалист,,,дргуой ремонт,Астана
2,60.2,15.0,14.0,42000000,есильский,,2022,3.0,False,хозяин недвижимости,совмещенный,nexpo city,,Астана
2,63.4,10.0,6.0,26500000,есильский,,2015,2.7,False,специалист,раздельный,сеным,,Астана
1,38.0,20.0,5.0,24000000,есильский,,2023,2.7,False,хозяин недвижимости,совмещенный,syganak,свежий ремонт,Астана
2,59.0,10.0,9.0,35000000,нуринский,,2021,2.7,False,специалист,совмещенный,sezim qala.baqyt,,Астана
2,51.0,8.0,5.0,18700000,алматинский,,2024,3.0,False,хозяин недвижимости,,kerim,,Астана
1,35.0,22.0,10.0,18500000,нуринский,,2020,2.75,False,специалист,совмещенный,алтын шар-2,,Астана
4,87.3,13.0,11.0,23000000,алматинский,,2024,2.85,False,хозяин недвижимости,2 с/у и более,,черновая отделка,Астана
3,98.1,7.0,5.0,61000000,есильский,,2016,3.0,False,новостройка,2 с/у и более,promenade expo,,Астана
1,37.0,5.0,4.0,15490000,алматинский,,1992,2.75,False,специалист,совмещенный,,после ремонта,Астана
2,62.0,16.0,3.0,42000000,алматинский,,2023,3.0,False,хозяин недвижимости,совмещенный,murager,свежий ремонт,Астана
2,57.82,14.0,5.0,25500000,есильский,,2024,3.0,False,специалист,,tumar residence,,Астана
2,67.7,8.0,3.0,37000000,есильский,,2021,,False,хозяин недвижимости,совмещенный,,,Астана
2,50.0,14.0,5.0,22700000,есильский,,2017,2.8,False,специалист,,коркем-2,,Астана
3,65.0,5.0,5.0,25000000,байконурский,,1977,2.75,False,специалист,раздельный,,после ремонта,Астана
1,39.0,13.0,5.0,20000000,нуринский,,2018,,False,специалист,,citylake,,Астана
5,153.0,18.0,4.0,66000000,байконурский,,2010,3.0,False,специалист,2 с/у и более,7 континент,дргуой ремонт,Астана
2,47.0,16.0,6.0,23200000,есильский,,2020,2.8,False,специалист,,toronto,,Астана
1,38.0,5.0,4.0,21000000,есильский,,2014,3.5,False,специалист,совмещенный,,,Астана
1,48.7,9.0,6.0,25000000,нуринский,,2022,2.7,False,хозяин недвижимости,,anisa,дргуой ремонт,Астана
2,61.6,12.0,6.0,25000000,,,2024,3.0,False,хозяин недвижимости,,,,Астана
1,39.5,14.0,4.0,24600000,алматинский,,2011,2.7,False,хозяин недвижимости,,кулан,,Астана
2,40.0,22.0,16.0,25990000,есильский,,2021,2.7,False,хозяин недвижимости,совмещенный,sezim qala.baqyt,,Астана
1,61.2,9.0,9.0,27000000,есильский,,2018,2.7,False,хозяин недвижимости,совмещенный,елорда даму по улы дала,,Астана
1,30.5,22.0,9.0,13900000,алматинский,,2011,3.0,False,специалист,,гранд астана,,Астана
3,116.68,9.0,3.0,77000000,есильский,,2021,3.0,False,специалист,2 с/у и более,liberty,черновая отделка,Астана
1,27.0,16.0,10.0,9000000,сарыаркинский,,2024,2.7,False,хозяин недвижимости,совмещенный,,черновая отделка,Астана
2,65.0,10.0,9.0,29000000,сарыаркинский,,2011,2.85,False,хозяин недвижимости,раздельный,аль-арка,,Астана
1,37.0,9.0,4.0,14400000,сарыаркинский,,2010,2.7,False,специалист,совмещенный,,,Астана
5,225.0,10.0,6.0,208000000,алматинский,,2018,3.3,False,новостройка,,premier palace,,Астана
4,283.0,5.0,4.0,200000000,нуринский,,2010,3.2,False,новостройка,,green village,,Астана
2,45.0,13.0,10.0,15900000,байконурский,,2011,,False,специалист,,,,Астана
2,65.0,22.0,5.0,43000000,алматинский,,2023,3.0,False,новостройка,,sensata plaza,,Астана
9,650.0,22.0,20.0,450000000,есильский,,2016,3.0,False,новостройка,,авиценна-2,дргуой ремонт,Астана
5,215.0,3.0,3.0,90000000,алматинский,,2005,,False,новостройка,,ак булак-3,,Астана
1,40.0,9.0,1.0,16000000,алматинский,,2023,2.7,False,хозяин недвижимости,совмещенный,керей,после ремонта,Астана
3,74.0,12.0,6.0,28500000,алматинский,,2021,2.7,False,хозяин недвижимости,раздельный,отау,,Астана
2,48.0,22.0,10.0,32500000,есильский,,2021,3.0,False,хозяин недвижимости,совмещенный,only sun & moon,,Астана
2,54.0,10.0,8.0,27500000,есильский,,2024,3.0,False,хозяин недвижимости,совмещенный,arai apartments,черновая отделка,Астана
1,41.6,17.0,7.0,17500000,алматинский,,2022,3.0,False,хозяин недвижимости,,qazaq eli kulan,черновая отделка,Астана
2,67.0,10.0,7.0,22000000,алматинский,,2009,2.7,False,специалист,раздельный,эверест,,Астана
6,340.0,6.0,4.0,500000000,есильский,,2015,3.2,False,новостройка,,europe рalace i,,Астана
2,63.4,12.0,11.0,24000000,алматинский,,2015,3.0,False,специалист,совмещенный,geneva,черновая отделка,Астана
3,95.0,9.0,6.0,50000000,нуринский,,2019,3.0,False,новостройка,,аркада,,Астана
2,40.8,9.0,6.0,30000000,нуринский,,2023,3.0,False,хозяин недвижимости,совмещенный,,дргуой ремонт,Астана
3,125.0,9.0,6.0,75000000,алматинский,,2015,3.3,False,новостройка,,лондон,дизайнерский ремонт,Астана
2,68.12,12.0,8.0,27250000,,,2023,,False,хозяин недвижимости,,цурих,,Астана
2,50.0,12.0,7.0,23500000,нуринский,,2024,3.0,False,хозяин недвижимости,,kolsai,черновая отделка,Астана
4,116.0,9.0,4.0,61600000,есильский,,2023,3.0,False,специалист,,,,Астана
1,41.2,10.0,8.0,22000000,байконурский,,2023,3.0,False,хозяин недвижимости,совмещенный,daryn,дизайнерский ремонт,Астана
2,53.6,9.0,5.0,24500000,алматинский,,2016,2.7,False,хозяин недвижимости,раздельный,жасмин-3,,Астана
1,28.0,3.0,1.0,11000000,есильский,,2023,2.7,False,хозяин недвижимости,совмещенный,koktobe hills,черновая отделка,Астана
2,55.0,16.0,12.0,31500000,алматинский,,2020,3.0,False,специалист,совмещенный,,дизайнерский ремонт,Астана
1,53.0,9.0,7.0,23500000,алматинский,,2010,2.7,False,хозяин недвижимости,совмещенный,жас кайрат,,Астана
4,80.0,5.0,3.0,43000000,алматинский,,1997,2.7,False,хозяин недвижимости,совмещенный,,,Астана
2,53.0,12.0,2.0,23600000,сарыаркинский,,2013,2.7,False,специалист,совмещенный,кенесары,,Астана
2,70.0,6.0,2.0,25000000,алматинский,,2011,2.7,False,хозяин недвижимости,раздельный,,свежий ремонт,Астана
2,35.0,12.0,8.0,20800000,нуринский,,2021,3.0,False,хозяин недвижимости,,sat city,дргуой ремонт,Астана
1,37.0,17.0,11.0,27000000,сарыаркинский,,2022,3.0,False,хозяин недвижимости,совмещенный,жеруйык,дргуой ремонт,Астана
1,39.6,9.0,7.0,16500000,нуринский,,2017,2.7,False,специалист,,санат,,Астана
2,52.0,9.0,2.0,20500000,алматинский,,1990,2.7,False,специалист,раздельный,,,Астана
1,28.8,5.0,2.0,10500000,байконурский,,1989,,False,специалист,,,,Астана
4,233.0,9.0,6.0,250000000,есильский,,2019,3.0,False,новостройка,,central park,дизайнерский ремонт,Астана
1,31.6,5.0,1.0,12500000,сарыаркинский,,1986,,False,специалист,,,дргуой ремонт,Астана
3,150.0,5.0,2.0,73000000,алматинский,,2005,3.2,False,новостройка,,ак булак-3,,Астана
2,87.0,7.0,7.0,112000000,есильский,,2019,3.3,False,специалист,,baisanat,,Астана
2,46.0,5.0,3.0,17000000,сарыаркинский,,1989,2.7,False,хозяин недвижимости,раздельный,,,Астана
2,50.4,5.0,5.0,16500000,алматинский,,1987,2.5,False,специалист,,,,Астана
1,18.0,3.0,1.0,6500000,есильский,,2018,2.7,False,хозяин недвижимости,совмещенный,,,Астана
1,43.0,16.0,9.0,30000000,есильский,,2022,3.0,False,хозяин недвижимости,совмещенный,argento,,Астана
1,21.0,9.0,1.0,12000000,алматинский,,2022,2.7,False,хозяин недвижимости,совмещенный,,,Астана
2,38.0,9.0,6.0,16300000,алматинский,,2020,3.0,False,специалист,совмещенный,,дргуой ремонт,Астана
3,56.0,5.0,1.0,20500000,сарыаркинский,,1966,,False,специалист,совмещенный,,,Астана
3,105.0,10.0,9.0,45000000,,,2020,2.7,False,специалист,,,дргуой ремонт,Астана
1,40.0,14.0,8.0,20500000,есильский,,2011,2.7,False,хозяин недвижимости,совмещенный,отандастар,,Астана
2,46.3,9.0,9.0,30500000,есильский,,2023,3.0,False,хозяин недвижимости,совмещенный,sezim qala.senim,,Астана
1,40.0,9.0,3.0,18000000,алматинский,,2019,,False,хозяин недвижимости,совмещенный,по абылай хана,,Астана
1,36.6,9.0,9.0,14500000,алматинский,,2022,2.7,False,хозяин недвижимости,,восток,,Астана
3,80.0,10.0,7.0,35000000,алматинский,,2012,2.7,False,хозяин недвижимости,раздельный,азат-2,,Астана
2,70.0,9.0,5.0,28500000,есильский,,2007,,False,специалист,совмещенный,,,Астана
3,83.0,22.0,4.0,76000000,нуринский,,2023,3.0,False,хозяин недвижимости,раздельный,respublika,дизайнерский ремонт,Астана
1,38.0,12.0,3.0,17000000,сарыаркинский,,2020,2.8,False,хозяин недвижимости,совмещенный,гарант,евроремонт,Астана
2,61.0,5.0,1.0,30000000,алматинский,,2008,2.7,False,хозяин недвижимости,совмещенный,,,Астана
2,66.2,24.0,19.0,27800000,байконурский,,2019,2.8,False,хозяин недвижимости,совмещенный,,,Астана
4,87.0,9.0,8.0,48000000,алматинский,,2023,2.7,False,хозяин недвижимости,2 с/у и более,айдидар,,Астана
2,50.8,20.0,9.0,20300000,есильский,,2023,3.0,False,специалист,совмещенный,athletic city,черновая отделка,Астана
2,73.5,12.0,12.0,35000000,сарыаркинский,,2010,3.0,False,хозяин недвижимости,2 с/у и более,запад по ул. сарыарка,,Астана
1,13.0,6.0,2.0,7000000,,,1984,,False,хозяин недвижимости,,,дргуой ремонт,Астана
3,60.0,6.0,2.0,22000000,алматинский,,1993,,False,специалист,,,дргуой ремонт,Астана
2,70.0,12.0,5.0,27499999,сарыаркинский,,2009,2.7,False,специалист,раздельный,жастар-2,,Астана
3,100.0,12.0,6.0,38999999,нуринский,,2014,2.7,False,специалист,2 с/у и более,акку,,Астана
1,34.0,14.0,14.0,13000000,сарыаркинский,,2020,2.7,False,хозяин недвижимости,совмещенный,,,Астана
2,57.0,9.0,7.0,21000000,сарыаркинский,,2011,,False,хозяин недвижимости,раздельный,,,Астана
1,36.0,9.0,9.0,16500000,алматинский,,2020,2.7,False,хозяин недвижимости,совмещенный,viva grand,,Астана
1,36.0,5.0,5.0,14700000,алматинский,,2014,2.7,False,хозяин недвижимости,,,,Астана
3,78.0,20.0,10.0,50000000,есильский,,2024,3.0,False,хозяин недвижимости,2 с/у и более,athletic city,качественный ремонт,Астана
2,48.0,5.0,4.0,19000000,байконурский,,1965,2.7,False,хозяин недвижимости,совмещенный,,,Астана
4,120.0,14.0,7.0,114950000,есильский,,2021,3.0,False,хозяин недвижимости,2 с/у и более,park avenue exclusive,дргуой ремонт,Астана
2,52.9,9.0,9.0,25000000,есильский,,2018,3.0,False,специалист,,инжу,,Астана
1,37.0,9.0,8.0,18500000,алматинский,,2022,2.7,False,хозяин недвижимости,совмещенный,,,Астана
1,33.5,9.0,6.0,20800000,нуринский,,2020,3.0,False,хозяин недвижимости,совмещенный,sport city,,Астана
1,41.0,16.0,5.0,19000000,сарыаркинский,,2014,2.7,False,хозяин недвижимости,совмещенный,гармония,,Астана
1,41.0,9.0,1.0,20000000,есильский,,2015,,False,хозяин недвижимости,совмещенный,,,Астана
1,43.0,13.0,4.0,16000000,,,2017,3.0,False,специалист,совмещенный,лея-плюс,,Астана
2,74.0,9.0,5.0,69500000,есильский,,2023,3.0,False,хозяин недвижимости,раздельный,greenline.asyl mura,дизайнерский ремонт,Астана
3,104.0,6.0,4.0,60000000,есильский,,2017,3.0,False,хозяин недвижимости,2 с/у и более,expo residence,,Астана
1,37.4,12.0,2.0,19500000,нуринский,,2016,2.7,False,хозяин недвижимости,раздельный,акку,,Астана
1,34.7,9.0,8.0,21800000,есильский,,2006,,False,специалист,совмещенный,,,Астана
1,38.0,9.0,8.0,16500000,,,2018,2.0,False,специалист,,nova city,,Астана
1,29.0,5.0,2.0,12100000,сарыаркинский,,1974,2.5,False,хозяин недвижимости,совмещенный,,,Астана
1,37.0,10.0,8.0,17200000,сарыаркинский,,2016,2.8,False,хозяин недвижимости,,ак тилек,,Астана
6,275.0,25.0,12.0,255000000,алматинский,,2014,3.0,False,хозяин недвижимости,,хайвил астана,дргуой ремонт,Астана
2,60.2,12.0,7.0,26000000,есильский,,2023,3.0,False,специалист,,homeland,черновая отделка,Астана
3,85.0,12.0,12.0,35600000,,,2011,2.7,False,специалист,,гулдер,,Астана
2,49.0,10.0,6.0,25000000,сарыаркинский,,2010,2.7,False,хозяин недвижимости,раздельный,,,Астана
2,41.0,14.0,13.0,18300000,алматинский,,2010,2.7,False,специалист,,жасыл ел,,Астана
2,57.9,7.0,2.0,35000000,есильский,,2017,3.0,False,хозяин недвижимости,совмещенный,promenade expo,,Астана
2,91.0,5.0,3.0,35000000,сарыаркинский,,2000,2.7,False,хозяин недвижимости,раздельный,,,Астана
1,40.2,10.0,9.0,29000000,есильский,,2021,3.0,False,хозяин недвижимости,совмещенный,manhattan,свежий ремонт,Астана
1,36.75,9.0,8.0,19500000,есильский,,2022,,False,хозяин недвижимости,,,черновая отделка,Астана
1,39.9,9.0,6.0,14000000,алматинский,,2023,2.7,False,хозяин недвижимости,,sancy,дргуой ремонт,Астана
1,35.0,15.0,13.0,13500000,сарыаркинский,,2008,,False,специалист,совмещенный,,,Астана
2,35.0,17.0,16.0,20500000,есильский,,2020,2.7,False,специалист,совмещенный,,свежий ремонт,Астана
2,59.0,8.0,2.0,35000000,есильский,,2017,2.7,False,хозяин недвижимости,совмещенный,камал-2,,Астана
3,84.0,,5.0,53000000,алматинский,,2022,3.0,False,хозяин недвижимости,,bravo family,хороший ремонт,Астана
2,67.0,10.0,5.0,25000000,байконурский,,2008,2.7,False,специалист,,амангельды,требует ремонта,Астана
3,60.0,5.0,1.0,25000000,сарыаркинский,,1968,,False,хозяин недвижимости,совмещенный,,,Астана
3,64.8,5.0,3.0,30000000,сарыаркинский,,1980,,False,хозяин недвижимости,раздельный,,,Астана
3,82.0,9.0,2.0,35000000,алматинский,,2021,2.7,False,новостройка,раздельный,,,Хозяин недвижимости
2,48.0,14.0,5.0,23500000,сарыаркинский,,2019,2.7,False,новостройка,совмещенный,кутты мекен,,Хозяин недвижимости
2,51.0,5.0,3.0,25000000,байконурский,,1983,2.7,False,новостройка,раздельный,,после ремонта,Хозяин недвижимости
1,34.8,16.0,9.0,11800000,сарыаркинский,,2009,,False,новостройка,,,,Специалист
2,43.0,9.0,8.0,22499000,нуринский,,2023,3.0,False,новостройка,совмещенный,respublika,дргуой ремонт,Специалист
1,30.0,16.0,10.0,12499999,алматинский,,2006,2.5,False,новостройка,,апато тауэр,,Специалист
2,41.0,17.0,13.0,18500000,нуринский,,2024,2.7,False,новостройка,,arena garden,требует ремонта,Хозяин недвижимости
2,58.0,7.0,5.0,31000000,есильский,,2017,2.7,False,новостройка,совмещенный,,,Хозяин недвижимости
1,30.0,14.0,2.0,12500000,сарыаркинский,,2008,2.8,False,новостройка,совмещенный,махаббат-2,,Хозяин недвижимости
1,37.4,9.0,4.0,24000000,нуринский,,2022,3.0,False,хозяин недвижимости,совмещенный,,,Астана
1,34.0,5.0,1.0,12500000,сарыаркинский,,1986,2.6,False,специалист,раздельный,,,Астана
1,38.2,12.0,4.0,21500000,нуринский,,2017,,False,специалист,совмещенный,bi city seoul,,Астана
4,78.0,9.0,4.0,24800000,байконурский,,1981,2.7,False,специалист,,китайская стена,дргуой ремонт,Астана
1,38.0,12.0,5.0,23500000,есильский,,2021,3.0,False,специалист,,alpamys,свежий ремонт,Астана
2,62.2,9.0,7.0,45500000,есильский,,2022,3.0,False,хозяин недвижимости,совмещенный,inju arena 2,,Астана
2,47.0,9.0,2.0,26000000,нуринский,,2021,2.7,False,хозяин недвижимости,совмещенный,nova city на туране,,Астана
3,81.43,9.0,6.0,32246280,есильский,,2024,2.7,False,специалист,,arena city,,Астана
3,70.0,12.0,3.0,42000000,нуринский,,2021,3.0,False,хозяин недвижимости,2 с/у и более,brussels,,Астана
1,42.0,12.0,7.0,26300000,есильский,,2024,3.0,False,хозяин недвижимости,другой,zaman,евроремонт,Астана
2,80.0,9.0,9.0,52000000,нуринский,,2019,3.0,False,специалист,раздельный,bi city seoul,дизайнерский ремонт,Астана
2,80.0,9.0,9.0,52000000,нуринский,,2019,3.0,False,специалист,раздельный,bi city seoul,дизайнерский ремонт,Астана
1,52.0,,5.0,24700000,алматинский,,2022,2.9,False,хозяин недвижимости,,сенатор park,дргуой ремонт,Астана
4,170.0,6.0,6.0,102000000,есильский,,2013,3.0,False,хозяин недвижимости,2 с/у и более,дударай,,Астана
3,83.0,12.0,2.0,39000000,есильский,,2012,2.7,False,хозяин недвижимости,2 с/у и более,инфинити-2,,Астана
4,132.0,10.0,7.0,85000000,есильский,,2016,2.8,False,хозяин недвижимости,2 с/у и более,коркем-2,,Астана
2,65.0,9.0,9.0,29500000,нуринский,,2023,2.7,False,хозяин недвижимости,раздельный,шыгыс,дргуой ремонт,Астана
1,47.0,10.0,9.0,25500000,нуринский,,2019,3.0,False,специалист,совмещенный,amsterdam,,Астана
1,21.0,9.0,2.0,9500000,алматинский,,2020,2.7,False,специалист,совмещенный,,хороший ремонт,Астана
2,53.4,11.0,10.0,22440000,нуринский,,2020,2.7,False,специалист,раздельный,,,Астана
1,33.0,12.0,12.0,10990000,сарыаркинский,,2006,2.7,False,специалист,,успех,,Астана
3,69.4,5.0,5.0,25000000,алматинский,,1992,,False,специалист,,,дргуой ремонт,Астана
3,68.0,14.0,4.0,30000000,байконурский,,2018,2.7,False,хозяин недвижимости,раздельный,alen,дргуой ремонт,Астана
2,56.2,10.0,6.0,35000000,нуринский,,2023,3.0,False,хозяин недвижимости,совмещенный,altyn sapa,после ремонта,Астана
1,50.9,12.0,3.0,18000000,алматинский,,2024,2.7,False,хозяин недвижимости,совмещенный,sapsan,черновая отделка,Астана
3,95.0,10.0,7.0,35000000,алматинский,,2014,2.7,False,хозяин недвижимости,раздельный,мунар,,Астана
1,45.4,12.0,5.0,20500000,есильский,,2017,,False,специалист,,,дргуой ремонт,Астана
1,39.0,10.0,6.0,25000000,есильский,,2019,2.7,False,хозяин недвижимости,,мангилик,,Астана
2,50.3,12.0,12.0,14500000,сарыаркинский,,2006,2.7,False,специалист,,успех,,Астана
3,83.0,10.0,2.0,40000000,,,2020,3.0,False,специалист,,apple city,дргуой ремонт,Астана
2,59.0,9.0,5.0,30500000,есильский,,2020,3.0,False,специалист,,inju arena 2,,Астана
2,59.0,9.0,5.0,30500000,есильский,,2020,3.0,False,специалист,,inju arena 2,,Астана
1,35.5,5.0,5.0,12500000,сарыаркинский,,2014,2.7,False,специалист,совмещенный,,,Астана
1,35.4,5.0,1.0,11800000,алматинский,,1981,2.5,False,специалист,,,капитальный ремонт,Астана
3,104.0,33.0,3.0,95000000,алматинский,,2013,2.9,False,хозяин недвижимости,2 с/у и более,хайвил астана,,Астана
2,61.7,12.0,11.0,27000000,нуринский,,2024,3.0,False,хозяин недвижимости,,,черновая отделка,Астана
4,136.9,9.0,1.0,55000000,сарыаркинский,,2016,3.2,False,хозяин недвижимости,совмещенный,лея-комфорт,дргуой ремонт,Астана
1,36.0,10.0,5.0,15500000,нуринский,,2017,2.7,False,специалист,,лазурный берег,,Астана
3,70.0,12.0,3.0,32000000,есильский,,2004,2.8,False,специалист,раздельный,7 бочек,,Астана
2,50.4,5.0,5.0,16500000,алматинский,,1987,3.0,False,специалист,совмещенный,,,Астана
3,61.3,5.0,4.0,19000000,сарыаркинский,,1973,2.8,False,специалист,совмещенный,,,Астана
2,54.4,9.0,5.0,27500000,алматинский,,2017,,False,специалист,,,,Астана
4,180.0,18.0,14.0,205000000,есильский,,2020,3.6,False,новостройка,,,черновая отделка,Астана
1,36.0,9.0,9.0,15700000,нуринский,,2017,2.7,False,специалист,совмещенный,саржайлау,,Астана
1,40.0,6.0,5.0,16500000,алматинский,,2013,2.7,False,хозяин недвижимости,,,,Астана
1,38.0,12.0,9.0,11000000,сарыаркинский,,2024,2.7,False,хозяин недвижимости,совмещенный,rio de janeiro,черновая отделка,Астана
2,55.0,7.0,7.0,25000000,есильский,,2021,2.7,False,хозяин недвижимости,,шыгыс,после ремонта,Астана
2,80.0,7.0,2.0,33800000,нуринский,,2015,2.7,False,хозяин недвижимости,2 с/у и более,,,Астана
1,35.0,9.0,5.0,16200000,алматинский,,2008,2.5,False,хозяин недвижимости,совмещенный,достар,,Астана
1,38.0,9.0,5.0,16500000,алматинский,,2022,2.7,False,хозяин недвижимости,,"баскару 2,3,4,5",свежий ремонт,Астана
1,38.0,12.0,4.0,21500000,нуринский,,2020,3.0,False,специалист,совмещенный,bi city seoul,,Астана
1,38.0,12.0,4.0,21500000,нуринский,,2020,3.0,False,специалист,совмещенный,bi city seoul,,Астана
2,54.0,6.0,6.0,17500000,сарыаркинский,,2011,2.5,False,специалист,раздельный,,,Астана
1,32.0,15.0,11.0,21900000,алматинский,,2022,3.0,False,хозяин недвижимости,раздельный,балкадиша,,Астана
3,100.0,12.0,9.0,74000000,нуринский,,2020,3.0,False,хозяин недвижимости,2 с/у и более,bi city seoul,,Астана
2,82.0,,,54000000,нуринский,,2020,3.0,False,хозяин недвижимости,2 с/у и более,bi city seoul,,Астана
1,47.0,14.0,3.0,21500000,есильский,,2012,2.7,False,специалист,,сармат-1,,Астана
3,50.0,17.0,17.0,20000000,байконурский,,2009,2.7,False,хозяин недвижимости,совмещенный,жаркын,,Астана
3,63.3,6.0,5.0,17000000,сарыаркинский,,1992,,False,специалист,раздельный,,,Астана
1,40.5,9.0,5.0,16800000,есильский,,2022,2.7,False,хозяин недвижимости,совмещенный,jetisu.aqsu,черновая отделка,Астана
2,63.0,16.0,4.0,29000000,алматинский,,2023,3.0,False,специалист,,baitas,,Астана
1,38.0,9.0,3.0,17500000,алматинский,,2023,2.7,False,специалист,совмещенный,,после ремонта,Астана
1,38.0,9.0,5.0,23000000,есильский,,2023,3.0,False,хозяин недвижимости,совмещенный,expo new life-2,,Астана
3,92.6,13.0,13.0,40500000,есильский,,2022,2.7,False,хозяин недвижимости,2 с/у и более,,дргуой ремонт,Астана
1,38.0,,,12000000,алматинский,,2025,2.7,False,хозяин недвижимости,совмещенный,safar,черновая отделка,Астана
1,30.0,5.0,3.0,12000000,сарыаркинский,,1974,2.0,False,хозяин недвижимости,,,,Астана
1,39.4,10.0,5.0,16500000,алматинский,,2006,,False,специалист,совмещенный,,,Астана
2,38.0,7.0,6.0,17500000,алматинский,,2018,,False,специалист,,,,Астана
