numrooms,sqauremeters,level,price,distrcit,builtyear,ceilinghight,seller,bathroomtype,repaired
1,36.0,5,18500000,Медеуский,2019,2.8,Специалист,санузел совмещенный,0
2,40.0,4,22500000,Наурызбайский,2023,2.8,Специалист,санузел совмещенный,0
2,85.0,2,93500000,Медеуский,2017,3.8,Специалист,санузел совмещенный,0
2,51.7,7,41000000,Бостандыкский,2015,2.95,Хозяин недвижимости,санузел совмещенный,0
2,52.4,1,57640000,Медеуский,2017,3.8,Специалист,санузел совмещенный,0
2,60.0,5,35000000,Наурызбайский,2022,2.0,Хозяин недвижимости,санузел совмещенный,0
1,41.0,8,22100000,Алатауский,2024,3.0,Хозяин недвижимости,санузел совмещенный,-1
1,46.0,9,32700000,Бостандыкский,2013,2.9,Специалист,санузел совмещенный,0
1,32.0,1,21000000,Ауэзовский,2010,3.0,Хозяин недвижимости,санузел совмещенный,0
3,63.0,3,71000000,Бостандыкский,2023,3.0,Специалист,санузел 2 с/у и более,1
1,50.5,2,23500000,Турксибский,2022,2.6,Хозяин недвижимости,санузел совмещенный,0
1,33.0,3,26500000,Ауэзовский,2023,2.8,Хозяин недвижимости,санузел совмещенный,0
1,38.2,3,23000000,Турксибский,1979,2.65,Хозяин недвижимости,санузел совмещенный,0
1,38.0,6,14000000,Жетысуский,2008,2.8,Хозяин недвижимости,санузел раздельный,0
1,35.5,4,18500000,Медеуский,2017,2.8,Специалист,санузел совмещенный,1
4,95.0,5,56000000,Ауэзовский,1989,2.8,Хозяин недвижимости,санузел раздельный,0
3,75.0,3,83000000,Алмалинский,2018,2.9,Специалист,санузел совмещенный,0
1,16.8,2,13500000,Жетысуский,2006,2.7,Хозяин недвижимости,санузел совмещенный,0
1,36.6,9,22000000,Турксибский,2022,2.7,Хозяин недвижимости,санузел совмещенный,0
1,43.0,2,18200000,Алатауский,2023,2.8,Хозяин недвижимости,санузел совмещенный,0
2,44.8,4,32000000,Жетысуский,1982,2.7,Хозяин недвижимости,санузел совмещенный,0
2,46.0,7,30500000,Алмалинский,2023,3.0,Специалист,санузел совмещенный,0
1,42.0,1,20000000,Байдібек,2016,2.7,Хозяин недвижимости,санузел раздельный,0
1,30.5,3,16500000,Ауэзовский,1972,2.8,Хозяин недвижимости,санузел совмещенный,1
3,63.0,4,43000000,Бостандыкский,1987,2.8,Специалист,санузел раздельный,0
5,220.0,2,139000000,Бостандыкский,2006,3.0,Хозяин недвижимости,санузел 2 с/у и более,0
1,33.0,2,28000000,Медеуский,2023,3.2,Хозяин недвижимости,санузел совмещенный,0
1,40.8,5,18700000,Турксибский,2006,2.7,Специалист,санузел совмещенный,0
1,47.0,5,31000000,Алмалинский,2015,2.8,Специалист,санузел совмещенный,0
4,96.6,6,44500000,Ауэзовский,1992,2.8,Специалист,санузел раздельный,0
1,41.0,4,23555555,Алатауский,2017,3.0,Специалист,санузел совмещенный,1
3,93.0,2,56999999,Алатауский,2018,3.0,Специалист,санузел 2 с/у и более,1
2,53.0,1,26000000,Наурызбайский,2019,2.7,Специалист,санузел совмещенный,0
3,104.19,15,69281140,Бостандыкский,2022,2.7,Специалист,санузел 2 с/у и более,-1
1,40.0,11,27000000,Наурызбайский,2023,2.7,Специалист,санузел совмещенный,1
4,82.0,4,56500000,Бостандыкский,1990,2.7,Специалист,санузел 2 с/у и более,0
2,73.0,2,73000000,Бостандыкский,2019,3.0,Специалист,санузел совмещенный,0
3,70.0,3,49000000,Ауэзовский,1992,2.8,Хозяин недвижимости,санузел совмещенный,0
2,56.0,4,29500000,Ауэзовский,1990,2.7,Компания,санузел раздельный,0
3,60.0,1,45000000,Турксибский,2022,2.7,Хозяин недвижимости,санузел совмещенный,0
3,100.0,7,91500000,Бостандыкский,2023,3.0,Специалист,санузел 2 с/у и более,0
2,52.0,3,27500000,Наурызбайский,2022,2.7,Специалист,санузел совмещенный,0
2,50.0,17,28500000,Алмалинский,2012,2.8,Специалист,санузел совмещенный,0
2,65.0,2,35800000,Наурызбайский,2015,2.9,Специалист,санузел совмещенный,0
2,51.9,2,25000000,Наурызбайский,1996,2.7,Специалист,санузел совмещенный,0
2,58.0,3,33000000,Алатауский,2019,2.75,Хозяин недвижимости,санузел раздельный,0
2,52.0,3,33000000,Турксибский,1995,2.7,Компания,санузел совмещенный,0
1,31.0,3,23000000,Алмалинский,1963,2.7,Компания,санузел совмещенный,0
3,58.0,5,35500000,Бостандыкский,1980,2.7,Специалист,санузел совмещенный,1
3,65.0,5,35999999,Алмалинский,1973,2.7,Специалист,санузел совмещенный,0
2,44.0,4,24500000,Ауэзовский,1974,2.7,Специалист,санузел совмещенный,0
1,39.9,5,20000000,Алатауский,2017,2.8,Хозяин недвижимости,санузел совмещенный,0
3,61.1,4,36000000,Алмалинский,1968,2.7,Специалист,санузел совмещенный,0
2,77.0,7,95000000,Бостандыкский,2021,3.0,Специалист,санузел 2 с/у и более,0
2,69.0,9,68000000,Бостандыкский,2023,3.0,Специалист,санузел совмещенный,-1
1,48.0,11,47500000,Бостандыкский,2023,3.0,Хозяин недвижимости,санузел совмещенный,0
4,160.0,6,58000000,Наурызбайский,2014,2.8,Специалист,санузел 2 с/у и более,0
2,58.0,5,24500000,Жетысуский,2008,2.7,Специалист,санузел совмещенный,0
3,94.0,7,59500000,Ауэзовский,2005,2.7,Специалист,санузел совмещенный,1
1,32.0,1,14000000,Наурызбайский,2023,2.7,Хозяин недвижимости,санузел совмещенный,0
2,65.4,2,62000000,Бостандыкский,2023,3.0,Специалист,санузел совмещенный,-1
3,90.0,1,60000000,Ауэзовский,2006,2.8,Хозяин недвижимости,санузел 2 с/у и более,1
2,44.0,1,39000000,Алмалинский,1958,3.0,Хозяин недвижимости,санузел раздельный,1
3,85.0,6,49000000,Наурызбайский,2012,2.9,Специалист,санузел 2 с/у и более,0
2,78.8,5,55000000,Ауэзовский,2006,2.8,Хозяин недвижимости,санузел раздельный,0
2,51.0,4,35500000,Ауэзовский,1986,2.7,Специалист,санузел раздельный,0
2,91.3,14,76000000,Бостандыкский,2019,3.0,Специалист,санузел 2 с/у и более,0
2,58.3,4,35000000,Жетысуский,2007,2.7,Хозяин недвижимости,санузел раздельный,0
2,53.6,6,48000000,Алмалинский,2016,2.7,Специалист,санузел совмещенный,0
3,98.0,12,87000000,Медеуский,2015,3.0,Хозяин недвижимости,санузел 2 с/у и более,0
3,75.0,9,71500000,Бостандыкский,1987,2.8,Специалист,санузел раздельный,0
3,62.0,1,37000000,Бостандыкский,1977,2.7,Специалист,санузел совмещенный,0
2,46.0,3,33500000,Бостандыкский,1981,3,Специалист,санузел раздельный,1
3,126.6,1,91152000,Бостандыкский,2008,3.3,Компания,санузел 2 с/у и более,0
4,155.0,1,177000000,Бостандыкский,2016,3.3,Хозяин недвижимости,санузел 2 с/у и более,0
4,160.0,4,159000000,Аль-Фараби,2006,3.2,Хозяин недвижимости,санузел 2 с/у и более,0
2,42.0,5,29900000,Алмалинский,1979,2.7,Специалист,санузел совмещенный,0
3,108.0,7,124000000,Бостандыкский,2019,2.7,Специалист,санузел совмещенный,1
2,39.6,3,29999999,Бостандыкский,1961,2.5,Специалист,санузел совмещенный,0
3,93.0,10,89000000,Бостандыкский,2023,3.0,Специалист,санузел совмещенный,0
3,93.0,10,95000000,Бостандыкский,2019,3.0,Специалист,санузел 2 с/у и более,1
1,33.0,3,20300000,Жетысуский,1980,2.7,Хозяин недвижимости,санузел совмещенный,0
4,156.0,2,114000000,Бостандыкский,2023,3.2,Специалист,санузел 2 с/у и более,-1
3,104.7,2,74000000,Медеуский,1978,2.7,Специалист,санузел раздельный,0
3,79.0,3,58000000,Алмалинский,2003,2.8,Специалист,санузел 2 с/у и более,0
3,81.0,3,74000000,Бостандыкский,2016,3.0,Специалист,санузел 2 с/у и более,1
3,70.7,5,42000000,Алмалинский,1992,2.7,Специалист,санузел раздельный,0
1,32.0,5,14000000,Наурызбайский,2022,2.7,Специалист,санузел совмещенный,0
2,40.0,3,65000000,Алмалинский,1961,2.8,Специалист,санузел совмещенный,0
3,71.0,1,37700000,Ауэзовский,1992,2.8,Специалист,санузел раздельный,0
1,50.0,14,34990000,Ауэзовский,2014,3.2,Специалист,санузел раздельный,0
3,60.0,1,34000000,Алмалинский,1978,2.8,Специалист,санузел совмещенный,0
3,69.9,9,27000000,Талгарский,2021,2.7,Хозяин недвижимости,санузел раздельный,-1
3,85.0,9,52000000,Алатауский,2010,2.7,Хозяин недвижимости,санузел 2 с/у и более,0
3,72.0,10,55000000,Бостандыкский,2015,2.95,Специалист,санузел совмещенный,0
1,32.0,3,20000000,Ауэзовский,1969,2.7,Специалист,санузел совмещенный,0
3,61.0,1,26500000,Алатауский,2021,3.0,Специалист,санузел совмещенный,0
3,91.0,12,76000000,Медеуский,2016,3.0,Хозяин недвижимости,санузел совмещенный,1
3,70.0,2,61000000,Бостандыкский,1985,2.8,Хозяин недвижимости,санузел раздельный,1
1,31.0,4,26000000,Алмалинский,1965,2.7,Специалист,санузел совмещенный,1
1,40.0,8,29900000,Алмалинский,1977,3.0,Хозяин недвижимости,санузел совмещенный,1
3,72.0,3,51200000,Бостандыкский,1985,2.8,Хозяин недвижимости,санузел раздельный,0
1,44.0,16,31000000,Ауэзовский,2015,2.7,Специалист,санузел совмещенный,0
4,136.94,1,135250160,Бостандыкский,2024,3.0,Специалист,санузел 2 с/у и более,-1
4,107.94,1,107143384,Бостандыкский,2024,3.0,Специалист,санузел 2 с/у и более,-1
3,77.2,1,30000000,Алатауский,2016,3.0,Специалист,санузел совмещенный,0
3,70.0,3,59000000,Ауэзовский,2021,2.7,Хозяин недвижимости,санузел совмещенный,0
2,43.0,5,39500000,Бостандыкский,2023,3.0,Специалист,санузел совмещенный,0
1,40.0,4,17500000,Наурызбайский,2023,2.7,Специалист,санузел совмещенный,0
2,40.0,2,33000000,Бостандыкский,1969,2.6,Хозяин недвижимости,санузел совмещенный,0
1,40.0,6,27000000,Турксибский,2021,2.7,Хозяин недвижимости,санузел совмещенный,1
2,55.0,4,35500000,Ауэзовский,1986,2.8,Специалист,санузел раздельный,0
3,57.0,5,29000000,Жетысуский,1985,2.6,Специалист,санузел раздельный,0
1,43.0,4,40000000,Алмалинский,1977,2.5,Специалист,санузел раздельный,0
2,50.0,7,26000000,Алатауский,2019,2.75,Специалист,санузел совмещенный,0
1,40.0,2,17000000,Наурызбайский,2023,2.69,Специалист,санузел совмещенный,0
3,67.0,5,40000000,Бостандыкский,1989,2.7,Компания,санузел раздельный,0
2,40.0,2,23990000,Бостандыкский,1962,2.7,Специалист,санузел совмещенный,0
3,68.0,5,39000000,Жетысуский,1986,2.7,Специалист,санузел раздельный,0
2,42.0,5,29900000,Алмалинский,1979,2.7,Специалист,санузел совмещенный,0
3,59.0,1,33000000,Бостандыкский,1971,2.7,Специалист,санузел совмещенный,0
2,65.4,2,62000000,Бостандыкский,2023,3.0,Специалист,санузел совмещенный,-1
2,53.6,6,48000000,Алмалинский,2016,2.7,Специалист,санузел совмещенный,0
4,130.0,4,117777777,Бостандыкский,2013,3.0,Специалист,санузел совмещенный,0
1,30.0,2,17000000,Алатауский,2015,2.6,Специалист,санузел совмещенный,0
2,39.4,1,40000000,Бостандыкский,2018,2.74,Хозяин недвижимости,санузел совмещенный,0
2,46.0,3,33000000,Бостандыкский,1981,3,Специалист,санузел раздельный,1
1,37.0,8,31500000,Бостандыкский,2015,2.8,Специалист,санузел совмещенный,0
4,160.0,4,159000000,Аль-Фараби,2006,3.2,Хозяин недвижимости,санузел 2 с/у и более,0
3,65.0,8,40000000,Ауэзовский,1995,2.8,Специалист,санузел раздельный,0
2,80.0,1,80000000,Бостандыкский,2013,2.85,Специалист,санузел 2 с/у и более,0
3,86.0,12,58500000,Наурызбайский,2019,2.74,Специалист,санузел 2 с/у и более,0
3,85.0,6,49000000,Наурызбайский,2012,2.9,Специалист,санузел 2 с/у и более,0
2,45.7,4,38500000,Ауэзовский,1985,2.5,Специалист,санузел совмещенный,0
1,35.0,9,33000000,Бостандыкский,2021,2.9,Хозяин недвижимости,санузел совмещенный,0
4,109.0,3,86000000,Наурызбайский,2013,2.9,Хозяин недвижимости,санузел 2 с/у и более,1
1,41.0,4,23555555,Алатауский,2017,3.0,Специалист,санузел совмещенный,1
2,52.4,1,57640000,Медеуский,2017,3.8,Специалист,санузел совмещенный,0
1,47.0,5,31000000,Алмалинский,2015,2.8,Специалист,санузел совмещенный,0
3,93.0,2,56999999,Алатауский,2018,3.0,Специалист,санузел 2 с/у и более,1
3,75.0,3,83000000,Алмалинский,2018,2.9,Специалист,санузел совмещенный,0
1,50.5,2,23500000,Турксибский,2022,2.6,Хозяин недвижимости,санузел совмещенный,0
1,33.0,3,26500000,Ауэзовский,2023,2.8,Хозяин недвижимости,санузел совмещенный,0
2,60.0,5,35000000,Наурызбайский,2022,2.0,Хозяин недвижимости,санузел совмещенный,0
4,96.6,6,44500000,Ауэзовский,1992,2.8,Специалист,санузел раздельный,0
3,105.0,8,69000000,Бостандыкский,2005,2.8,Специалист,санузел раздельный,0
3,110.0,7,104000000,Бостандыкский,2021,3.0,Специалист,санузел 2 с/у и более,0
2,55.7,2,40000000,Бостандыкский,1977,2.7,Специалист,санузел совмещенный,0
1,40.8,5,18700000,Турксибский,2006,2.7,Специалист,санузел совмещенный,0
1,38.2,3,23000000,Турксибский,1979,2.65,Хозяин недвижимости,санузел совмещенный,0
1,16.8,2,13500000,Жетысуский,2006,2.7,Хозяин недвижимости,санузел совмещенный,0
1,36.6,9,22000000,Турксибский,2022,2.7,Хозяин недвижимости,санузел совмещенный,0
2,137.3,2,79000000,Бостандыкский,2018,3.0,Специалист,санузел совмещенный,0
3,144.0,8,83000000,Бостандыкский,2018,3.0,Специалист,санузел совмещенный,0
3,71.0,4,39000000,Медеуский,2019,2.85,Специалист,санузел раздельный,0
1,35.0,4,30000000,Бостандыкский,1984,2.7,Специалист,санузел совмещенный,0
3,112.0,3,105000000,Бостандыкский,2019,3.0,Специалист,санузел 2 с/у и более,1
3,88.0,3,89000000,Бостандыкский,2013,3,Специалист,санузел совмещенный,0
2,53.0,1,21971900,Турксибский,2023,2.85,Хозяин недвижимости,санузел совмещенный,0
3,65.0,8,40000000,Ауэзовский,1995,2.8,Специалист,санузел раздельный,0
3,67.0,5,40000000,Бостандыкский,1989,2.7,Компания,санузел раздельный,0
2,46.0,3,33000000,Бостандыкский,1981,3,Специалист,санузел раздельный,1
4,140.0,5,155000000,Бостандыкский,2022,3.0,Специалист,санузел 2 с/у и более,0
1,30.0,2,17000000,Алатауский,2015,2.6,Специалист,санузел совмещенный,0
2,39.4,1,40000000,Бостандыкский,2018,2.74,Хозяин недвижимости,санузел совмещенный,0
3,92.0,2,56860000,Жетысуский,2006,3.0,Хозяин недвижимости,санузел раздельный,0
2,50.0,7,26000000,Алатауский,2019,2.75,Специалист,санузел совмещенный,0
1,40.0,2,17000000,Наурызбайский,2023,2.69,Специалист,санузел совмещенный,0
2,40.0,2,23990000,Бостандыкский,1962,2.7,Специалист,санузел совмещенный,0
1,43.57,3,16556600,Наурызбайский,2023,2.8,Компания,санузел совмещенный,0
1,37.0,8,31500000,Бостандыкский,2015,2.8,Специалист,санузел совмещенный,0
2,40.0,3,65000000,Алмалинский,1961,2.8,Специалист,санузел совмещенный,0
3,88.2,2,52500000,Ауэзовский,2023,3.0,Хозяин недвижимости,санузел совмещенный,0
2,54.0,2,35000000,Бокейханова,2022,3.0,Хозяин недвижимости,санузел раздельный,1
1,56.19,5,26465490,Ауэзовский,2024,3.0,Специалист,санузел совмещенный,0
3,105.0,9,105000000,Бостандыкский,2020,2.85,Специалист,санузел 2 с/у и более,0
4,121.0,12,90990000,Алмалинский,2019,2.8,Специалист,санузел 2 с/у и более,0
4,165.0,6,177000000,Медеуский,2007,2.8,Специалист,санузел 2 с/у и более,0
4,148.0,3,175000000,Медеуский,2023,3.15,Специалист,санузел совмещенный,0
2,142.0,5,82000000,Бостандыкский,2018,3.0,Специалист,санузел совмещенный,0
1,35.0,4,30000000,Бостандыкский,1984,2.7,Специалист,санузел совмещенный,0
3,112.0,3,105000000,Бостандыкский,2019,3.0,Специалист,санузел 2 с/у и более,1
3,88.0,3,89000000,Бостандыкский,2013,3,Специалист,санузел совмещенный,0
3,146.1,9,96000000,Наурызбайский,2007,3.0,Специалист,санузел 2 с/у и более,0
3,71.0,4,39000000,Медеуский,2019,2.85,Специалист,санузел раздельный,0
1,35.0,2,20500000,Ауэзовский,2001,2.8,Хозяин недвижимости,санузел совмещенный,0
3,144.0,8,83000000,Бостандыкский,2018,3.0,Специалист,санузел совмещенный,0
2,137.3,2,79000000,Бостандыкский,2018,3.0,Специалист,санузел совмещенный,0
2,44.0,11,40500000,Алмалинский,2023,3.0,Хозяин недвижимости,санузел совмещенный,1
3,110.5,8,66000000,Бостандыкский,2023,3.0,Хозяин недвижимости,санузел совмещенный,0
3,78.0,6,23200000,Наурызбайский,2019,2.7,Специалист,санузел совмещенный,1
2,80.0,2,99119119,Бостандыкский,2019,3.0,Специалист,санузел совмещенный,0
2,42.0,1,32000000,Алмалинский,1979,2.6,Хозяин недвижимости,санузел совмещенный,0
1,40.0,11,27000000,Наурызбайский,2023,2.7,Специалист,санузел совмещенный,1
2,53.0,8,44000000,Бостандыкский,2016,2.9,Специалист,санузел совмещенный,0
2,73.0,2,73000000,Бостандыкский,2019,3.0,Специалист,санузел совмещенный,0
3,72.0,3,59500000,Алмалинский,1980,2.7,Хозяин недвижимости,санузел раздельный,0
2,53.0,1,26000000,Наурызбайский,2019,2.7,Специалист,санузел совмещенный,0
3,108.5,8,73000000,Медеуский,2017,2.8,Специалист,санузел 2 с/у и более,0
3,70.0,3,49000000,Ауэзовский,1992,2.8,Хозяин недвижимости,санузел совмещенный,0
1,42.0,1,33000000,Бостандыкский,1993,2.7,Специалист,санузел совмещенный,0
3,104.19,15,69281140,Бостандыкский,2022,2.7,Специалист,санузел 2 с/у и более,-1
4,82.0,4,56500000,Бостандыкский,1990,2.7,Специалист,санузел 2 с/у и более,0
1,28.0,7,15000000,Жунисова,2020,2.8,Хозяин недвижимости,санузел совмещенный,0
3,70.0,6,40000000,Ауэзовский,1986,2.7,Специалист,санузел раздельный,0
3,70.0,5,47000000,Алмалинский,1975,2.7,Специалист,санузел совмещенный,0
2,65.7,13,38000000,Медеуский,2017,2.8,Специалист,санузел раздельный,-1
1,40.0,3,20200000,Наурызбайский,2023,2.7,Специалист,санузел совмещенный,0
3,101.32,2,66044430,Бостандыкский,2024,2.7,Специалист,санузел 2 с/у и более,0
3,100.6,12,50000000,Алмалинский,2024,2.7,Специалист,санузел 2 с/у и более,0
2,60.0,2,42000000,Бостандыкский,2019,2.7,Специалист,санузел совмещенный,0
3,75.0,5,46000000,Алмалинский,1975,2.7,Специалист,санузел совмещенный,0
3,85.5,4,77000000,Алмалинский,1974,3.0,Специалист,санузел совмещенный,0
4,207.0,6,175900000,Алмалинский,2015,3.3,Специалист,санузел 2 с/у и более,0
3,69.0,12,39000000,Медеуский,2017,2.8,Специалист,санузел раздельный,-1
2,50.0,17,28500000,Алмалинский,2012,2.8,Специалист,санузел совмещенный,0
2,52.0,3,27500000,Наурызбайский,2022,2.7,Специалист,санузел совмещенный,0
2,51.9,2,25000000,Наурызбайский,1996,2.7,Специалист,санузел совмещенный,0
3,60.0,1,45000000,Турксибский,2022,2.7,Хозяин недвижимости,санузел совмещенный,0
3,100.0,7,91500000,Бостандыкский,2023,3.0,Специалист,санузел 2 с/у и более,0
2,52.0,3,33000000,Турксибский,1995,2.7,Компания,санузел совмещенный,0
1,31.0,3,23000000,Алмалинский,1963,2.7,Компания,санузел совмещенный,0
2,65.0,2,35800000,Наурызбайский,2015,2.9,Специалист,санузел совмещенный,0
2,58.0,3,33000000,Алатауский,2019,2.75,Хозяин недвижимости,санузел раздельный,0
3,58.0,5,35500000,Бостандыкский,1980,2.7,Специалист,санузел совмещенный,1
2,56.0,4,29500000,Ауэзовский,1990,2.7,Компания,санузел раздельный,0
3,82.0,9,50000000,Ауэзовский,2004,2.7,Специалист,санузел совмещенный,0
2,48.0,4,32000000,Бостандыкский,1970,2.7,Специалист,санузел раздельный,0
1,44.0,16,30999999,Ауэзовский,2015,3.2,Специалист,санузел совмещенный,0
4,153.0,4,150000000,Бостандыкский,2016,2.7,Компания,санузел 2 с/у и более,0
1,37.0,2,26500000,Наурызбайский,2018,2.7,Компания,санузел совмещенный,0
4,91.0,7,59900000,Ауэзовский,2012,2.7,Специалист,санузел 2 с/у и более,0
4,207.0,6,175900000,Алмалинский,2015,3.3,Специалист,санузел 2 с/у и более,0
3,70.0,3,49000000,Ауэзовский,1992,2.8,Хозяин недвижимости,санузел совмещенный,0
3,82.0,9,50000000,Ауэзовский,2004,2.7,Специалист,санузел совмещенный,0
2,48.0,4,32000000,Бостандыкский,1970,2.7,Специалист,санузел раздельный,0
1,44.0,16,30999999,Ауэзовский,2015,3.2,Специалист,санузел совмещенный,0
4,153.0,4,150000000,Бостандыкский,2016,2.7,Компания,санузел 2 с/у и более,0
1,37.0,2,26500000,Наурызбайский,2018,2.7,Компания,санузел совмещенный,0
4,96.1,4,73000000,Медеуский,1966,2.6,Специалист,санузел 2 с/у и более,0
2,52.0,1,42500000,Алмалинский,1975,2.7,Специалист,санузел раздельный,0
3,86.0,16,55000000,Алмалинский,2007,3.0,Специалист,санузел 2 с/у и более,0
3,129.0,19,180000000,Бостандыкский,2020,3.0,Хозяин недвижимости,санузел 2 с/у и более,0
3,113.0,11,113000000,Медеуский,2007,3.0,Специалист,санузел 2 с/у и более,0
3,91.8,8,67000000,Бостандыкский,1990,2.7,Хозяин недвижимости,санузел раздельный,0
2,62.0,3,27500000,Наурызбайский,2023,2.7,Хозяин недвижимости,санузел совмещенный,0
1,45.0,15,19800000,Наурызбайский,2016,2.8,Специалист,санузел совмещенный,0
3,74.0,1,46000000,Ауэзовский,1983,2.8,Хозяин недвижимости,санузел раздельный,1
1,39.9,5,20000000,Алатауский,2017,2.8,Хозяин недвижимости,санузел совмещенный,0
1,49.0,3,55000000,Медеуский,2013,3.1,Хозяин недвижимости,санузел совмещенный,0
4,207.0,1,207000000,Бостандыкский,2009,2.8,Специалист,санузел 2 с/у и более,0
4,91.0,7,59900000,Ауэзовский,2012,2.7,Специалист,санузел 2 с/у и более,0
1,18.0,1,11000000,Ауэзовский,1975,2.7,Специалист,санузел совмещенный,0
2,54.3,3,35000000,Алмалинский,1959,2.7,Специалист,санузел совмещенный,0
2,48.4,2,16940000,Медеуский,2024,3.0,Хозяин недвижимости,санузел совмещенный,0
2,67.0,19,56000000,Бостандыкский,2023,3.0,Специалист,санузел совмещенный,0
3,110.0,19,85000000,Бостандыкский,2022,3.0,Специалист,санузел 2 с/у и более,-1
2,52.0,3,46500000,Бостандыкский,2023,2.7,Специалист,санузел совмещенный,0
3,60.0,3,29000000,Ауэзовский,1974,2.7,Специалист,санузел совмещенный,0
3,70.0,2,60000000,Медеуский,1985,2.7,Хозяин недвижимости,санузел совмещенный,1
2,62.0,1,35500000,Наурызбайский,2019,2.7,Хозяин недвижимости,санузел раздельный,0
2,67.0,3,53500000,Алмалинский,1966,2.7,Специалист,санузел раздельный,0
3,72.0,10,55000000,Бостандыкский,2015,2.95,Специалист,санузел совмещенный,0
3,61.0,1,26500000,Алатауский,2021,3.0,Специалист,санузел совмещенный,0
1,32.0,3,20000000,Ауэзовский,1969,2.7,Специалист,санузел совмещенный,0
2,43.0,5,39500000,Бостандыкский,2023,3.0,Специалист,санузел совмещенный,0
1,40.0,4,17500000,Наурызбайский,2023,2.7,Специалист,санузел совмещенный,0
2,40.0,2,33000000,Бостандыкский,1969,2.6,Хозяин недвижимости,санузел совмещенный,0
3,91.0,12,76000000,Медеуский,2016,3.0,Хозяин недвижимости,санузел совмещенный,1
3,70.0,3,59000000,Ауэзовский,2021,2.7,Хозяин недвижимости,санузел совмещенный,0
3,85.0,9,52000000,Алатауский,2010,2.7,Хозяин недвижимости,санузел 2 с/у и более,0
3,70.0,2,61000000,Бостандыкский,1985,2.8,Хозяин недвижимости,санузел раздельный,1
3,109.0,16,88000000,Бостандыкский,2023,3.0,Специалист,санузел 2 с/у и более,0
3,105.3,4,130000000,Сагадат,2023,3.0,Хозяин недвижимости,санузел раздельный,0
3,110.0,19,85000000,Бостандыкский,2022,3.0,Специалист,санузел 2 с/у и более,-1
2,67.0,19,56000000,Бостандыкский,2023,3.0,Специалист,санузел совмещенный,0
3,64.4,11,55000000,Бостандыкский,1979,2.8,Специалист,санузел 2 с/у и более,0
1,41.0,5,25000000,Ауэзовский,1994,2.9,Специалист,санузел раздельный,0
2,52.0,3,46500000,Бостандыкский,2023,2.7,Специалист,санузел совмещенный,0
3,60.0,3,29000000,Ауэзовский,1974,2.7,Специалист,санузел совмещенный,0
3,70.0,2,60000000,Медеуский,1985,2.7,Хозяин недвижимости,санузел совмещенный,1
1,18.0,1,11000000,Ауэзовский,1975,2.7,Специалист,санузел совмещенный,0
2,62.0,1,35500000,Наурызбайский,2019,2.7,Хозяин недвижимости,санузел раздельный,0
2,54.3,3,35000000,Алмалинский,1959,2.7,Специалист,санузел совмещенный,0
2,67.0,3,53500000,Алмалинский,1966,2.7,Специалист,санузел раздельный,0
1,40.0,9,36500000,Бостандыкский,2018,2.74,Специалист,санузел совмещенный,0
3,100.0,8,64000000,Бостандыкский,2007,2.8,Специалист,санузел 2 с/у и более,0
2,48.4,2,16940000,Медеуский,2024,3.0,Хозяин недвижимости,санузел совмещенный,0
4,128.0,2,128000000,Медеуский,2021,2.7,Компания,санузел совмещенный,0
2,67.0,4,28500000,Алатауский,2012,2.7,Хозяин недвижимости,санузел раздельный,1
3,72.0,3,51200000,Бостандыкский,1985,2.8,Хозяин недвижимости,санузел раздельный,0
1,44.0,16,31000000,Ауэзовский,2015,2.7,Специалист,санузел совмещенный,0
4,136.94,1,135250160,Бостандыкский,2024,3.0,Специалист,санузел 2 с/у и более,-1
2,42.1,3,25900000,Бостандыкский,1962,2.6,Хозяин недвижимости,санузел совмещенный,0
2,54.4,3,34000000,Алмалинский,1980,2.8,Хозяин недвижимости,санузел раздельный,-1
1,43.0,9,28500000,Алмалинский,1978,3.0,Хозяин недвижимости,санузел совмещенный,0
4,121.0,12,90990000,Алмалинский,2019,2.8,Специалист,санузел 2 с/у и более,0
2,52.0,11,63000000,Бостандыкский,2021,3.0,Специалист,санузел совмещенный,0
3,70.0,2,42000000,Бостандыкский,1982,2.7,Специалист,санузел раздельный,1
1,31.3,1,18500000,Ауэзовский,1980,2.7,Специалист,санузел совмещенный,0
3,55.0,2,55000000,Бостандыкский,1953,2.8,Хозяин недвижимости,санузел совмещенный,0
1,49.0,6,29500000,Ауэзовский,2014,2.7,Специалист,санузел совмещенный,0
1,41.0,7,21800000,Наурызбайский,2019,2.7,Специалист,санузел совмещенный,0
4,100.0,2,90000000,Медеуский,1976,2.7,Специалист,санузел 2 с/у и более,0
2,69.8,9,26600000,Алатауский,2022,2.7,Компания,санузел 2 с/у и более,1
1,36.6,5,21600000,Медеуский,2020,2.6,Хозяин недвижимости,санузел совмещенный,0
4,90.0,3,70000000,Бостандыкский,1993,2.7,Компания,санузел раздельный,0
2,67.6,1,24336000,Алатауский,2024,3.0,Специалист,санузел раздельный,0
3,99.7,1,36889000,Алатауский,2024,3.0,Специалист,санузел раздельный,0
2,69.8,4,39500000,Турксибский,2022,2.7,Хозяин недвижимости,санузел совмещенный,0
4,135.0,4,159000000,Бостандыкский,2019,3.0,Специалист,санузел 2 с/у и более,0
2,74.0,11,115000000,Медеуский,2022,3.0,Хозяин недвижимости,санузел совмещенный,1
2,63.0,2,31650000,Наурызбайский,2023,2.7,Специалист,санузел совмещенный,0
